Returned,Order ID,Region,Ship Date,Order Date,_parsed_return,inferred_return_date,return_date_source
Yes,US-2015-LH16900140-42348,Central US,2015-12-17,12/10/2015,,2015-12-24,inferred_from_ship
Yes,CA-2015-JE15745140-42111,Western US,2015-04-21,4/17/2015,,2015-04-28,inferred_from_ship
Yes,CA-2015-JE15745140-42111,Western US,2015-04-21,4/17/2015,,2015-04-28,inferred_from_ship
Yes,CA-2013-MV17485140-41450,Central US,2013-06-28,6/25/2013,,2013-07-05,inferred_from_ship
Yes,CA-2013-MV17485140-41450,Central US,2013-06-28,6/25/2013,,2013-07-05,inferred_from_ship
Yes,CA-2013-MV17485140-41450,Central US,2013-06-28,6/25/2013,,2013-07-05,inferred_from_ship
Yes,CA-2013-MV17485140-41450,Central US,2013-06-28,6/25/2013,,2013-07-05,inferred_from_ship
Yes,IT-2012-KH16690104-41037,Southern Europe,2012-05-11,5/8/2012,,2012-05-18,inferred_from_ship
Yes,IN-2015-SL2015558-42222,Southern Asia,2015-08-10,8/6/2015,,2015-08-17,inferred_from_ship
Yes,IN-2015-SL2015558-42222,Southern Asia,2015-08-10,8/6/2015,,2015-08-17,inferred_from_ship
Yes,IN-2015-SL2015558-42222,Southern Asia,2015-08-10,8/6/2015,,2015-08-17,inferred_from_ship
Yes,IN-2015-SL2015558-42222,Southern Asia,2015-08-10,8/6/2015,,2015-08-17,inferred_from_ship
Yes,MX-2012-KM1672018-41242,South America,2012-12-05,11/29/2012,,2012-12-12,inferred_from_ship
Yes,MX-2012-KM1672018-41242,South America,2012-12-05,11/29/2012,,2012-12-12,inferred_from_ship
Yes,MX-2012-KM1672018-41242,South America,2012-12-05,11/29/2012,,2012-12-12,inferred_from_ship
Yes,MX-2012-KM1672018-41242,South America,2012-12-05,11/29/2012,,2012-12-12,inferred_from_ship
Yes,ID-2014-DB132107-41934,Oceania,2014-10-24,10/22/2014,,2014-10-31,inferred_from_ship
Yes,ID-2014-DB132107-41934,Oceania,2014-10-24,10/22/2014,,2014-10-31,inferred_from_ship
Yes,ID-2014-DB132107-41934,Oceania,2014-10-24,10/22/2014,,2014-10-31,inferred_from_ship
Yes,ID-2014-DB132107-41934,Oceania,2014-10-24,10/22/2014,,2014-10-31,inferred_from_ship
Yes,ID-2014-DB132107-41934,Oceania,2014-10-24,10/22/2014,,2014-10-31,inferred_from_ship
Yes,IN-2012-CM1223527-41248,Eastern Asia,2012-12-10,12/5/2012,,2012-12-17,inferred_from_ship
Yes,IN-2012-CM1223527-41248,Eastern Asia,2012-12-10,12/5/2012,,2012-12-17,inferred_from_ship
Yes,IN-2014-BD116207-41650,Oceania,2014-01-15,1/11/2014,,2014-01-22,inferred_from_ship
Yes,CA-2015-OT18730140-42304,Southern US,2015-11-02,10/27/2015,,2015-11-09,inferred_from_ship
Yes,CA-2015-OT18730140-42304,Southern US,2015-11-02,10/27/2015,,2015-11-09,inferred_from_ship
Yes,AO-2013-JE57454-41544,Central Africa,2013-10-02,9/27/2013,,2013-10-09,inferred_from_ship
Yes,AO-2013-JE57454-41544,Central Africa,2013-10-02,9/27/2013,,2013-10-09,inferred_from_ship
Yes,AO-2013-JE57454-41544,Central Africa,2013-10-02,9/27/2013,,2013-10-09,inferred_from_ship
Yes,EG-2014-SC1009538-41847,North Africa,2014-08-01,7/27/2014,,2014-08-08,inferred_from_ship
Yes,EG-2014-SC1009538-41847,North Africa,2014-08-01,7/27/2014,,2014-08-08,inferred_from_ship
Yes,EG-2014-SC1009538-41847,North Africa,2014-08-01,7/27/2014,,2014-08-08,inferred_from_ship
Yes,EG-2014-SC1009538-41847,North Africa,2014-08-01,7/27/2014,,2014-08-08,inferred_from_ship
Yes,ID-2013-GZ144707-41467,Oceania,2013-07-16,7/12/2013,,2013-07-23,inferred_from_ship
Yes,ID-2013-GZ144707-41467,Oceania,2013-07-16,7/12/2013,,2013-07-23,inferred_from_ship
Yes,ES-2015-MJ17740139-42073,Northern Europe,2015-03-14,3/10/2015,,2015-03-21,inferred_from_ship
Yes,ES-2015-MJ17740139-42073,Northern Europe,2015-03-14,3/10/2015,,2015-03-21,inferred_from_ship
Yes,IR-2014-MM805560-41990,Southern Asia,2014-12-19,12/17/2014,,2014-12-26,inferred_from_ship
Yes,IR-2014-MM805560-41990,Southern Asia,2014-12-19,12/17/2014,,2014-12-26,inferred_from_ship
Yes,IT-2014-TP2141545-41858,Western Europe,2014-08-11,8/7/2014,,2014-08-18,inferred_from_ship
Yes,IT-2014-TP2141545-41858,Western Europe,2014-08-11,8/7/2014,,2014-08-18,inferred_from_ship
Yes,IT-2014-TP2141545-41858,Western Europe,2014-08-11,8/7/2014,,2014-08-18,inferred_from_ship
Yes,ID-2013-TG21640102-41508,Southeastern Asia,2013-08-27,8/22/2013,,2013-09-03,inferred_from_ship
Yes,ID-2013-TG21640102-41508,Southeastern Asia,2013-08-27,8/22/2013,,2013-09-03,inferred_from_ship
Yes,IN-2014-LS172307-41954,Oceania,2014-11-15,11/11/2014,,2014-11-22,inferred_from_ship
Yes,IN-2014-LS172307-41954,Oceania,2014-11-15,11/11/2014,,2014-11-22,inferred_from_ship
Yes,IN-2012-GM1444058-41200,Southern Asia,2012-10-20,10/18/2012,,2012-10-27,inferred_from_ship
Yes,TU-2012-AJ960134-40990,Western Asia,2012-03-28,3/22/2012,,2012-04-04,inferred_from_ship
Yes,TU-2012-AJ960134-40990,Western Asia,2012-03-28,3/22/2012,,2012-04-04,inferred_from_ship
Yes,TU-2012-AJ960134-40990,Western Asia,2012-03-28,3/22/2012,,2012-04-04,inferred_from_ship
Yes,CA-2014-PF19225140-41817,Southern US,2014-07-04,6/27/2014,,2014-07-11,inferred_from_ship
Yes,IN-2014-TB2162558-41724,Southern Asia,2014-03-31,3/26/2014,,2014-04-07,inferred_from_ship
Yes,MX-2012-ND1837082-41223,Central America,2012-11-12,11/10/2012,,2012-11-19,inferred_from_ship
Yes,MX-2012-ND1837082-41223,Central America,2012-11-12,11/10/2012,,2012-11-19,inferred_from_ship
Yes,MX-2012-ND1837082-41223,Central America,2012-11-12,11/10/2012,,2012-11-19,inferred_from_ship
Yes,ID-2015-MG1814592-42132,Oceania,2015-05-14,5/8/2015,,2015-05-21,inferred_from_ship
Yes,CA-2014-CA12265140-41677,Southern US,2014-02-07,2/7/2014,,2014-02-14,inferred_from_ship
Yes,CA-2014-CA12265140-41677,Southern US,2014-02-07,2/7/2014,,2014-02-14,inferred_from_ship
Yes,SF-2012-MH7440117-41065,Southern Africa,2012-06-07,6/5/2012,,2012-06-14,inferred_from_ship
Yes,MX-2012-AB1015093-41101,Central America,2012-07-15,7/11/2012,,2012-07-22,inferred_from_ship
Yes,IZ-2015-EM396061-42110,Western Asia,2015-04-19,4/16/2015,,2015-04-26,inferred_from_ship
Yes,IN-2015-AW1084058-42083,Southern Asia,2015-03-23,3/20/2015,,2015-03-30,inferred_from_ship
Yes,IN-2015-AW1084058-42083,Southern Asia,2015-03-23,3/20/2015,,2015-03-30,inferred_from_ship
Yes,IN-2015-AW1084058-42083,Southern Asia,2015-03-23,3/20/2015,,2015-03-30,inferred_from_ship
Yes,IN-2015-AW1084058-42083,Southern Asia,2015-03-23,3/20/2015,,2015-03-30,inferred_from_ship
Yes,IN-2015-AW1084058-42083,Southern Asia,2015-03-23,3/20/2015,,2015-03-30,inferred_from_ship
Yes,ES-2015-PS1897045-42179,Western Europe,2015-06-26,6/24/2015,,2015-07-03,inferred_from_ship
Yes,ES-2013-WB2185064-41587,Southern Europe,2013-11-13,11/9/2013,,2013-11-20,inferred_from_ship
Yes,CA-2015-NC18535140-42096,Western US,2015-04-04,4/2/2015,,2015-04-11,inferred_from_ship
Yes,CA-2015-NC18535140-42096,Western US,2015-04-04,4/2/2015,,2015-04-11,inferred_from_ship
Yes,MX-2014-LS1697518-41666,South America,2014-02-01,1/27/2014,,2014-02-08,inferred_from_ship
Yes,MX-2014-LS1697518-41666,South America,2014-02-01,1/27/2014,,2014-02-08,inferred_from_ship
Yes,MX-2014-LS1697518-41666,South America,2014-02-01,1/27/2014,,2014-02-08,inferred_from_ship
Yes,MX-2014-LS1697518-41666,South America,2014-02-01,1/27/2014,,2014-02-08,inferred_from_ship
Yes,MX-2014-LS1697518-41666,South America,2014-02-01,1/27/2014,,2014-02-08,inferred_from_ship
Yes,MX-2014-LS1697518-41666,South America,2014-02-01,1/27/2014,,2014-02-08,inferred_from_ship
Yes,IN-2012-SB2018559-41157,Southeastern Asia,2012-09-08,9/5/2012,,2012-09-15,inferred_from_ship
Yes,ML-2014-BD177079-41893,Western Africa,2014-09-13,9/11/2014,,2014-09-20,inferred_from_ship
Yes,ML-2014-BD177079-41893,Western Africa,2014-09-13,9/11/2014,,2014-09-20,inferred_from_ship
Yes,MX-2015-CM1244582-42354,Central America,2015-12-20,12/16/2015,,2015-12-27,inferred_from_ship
Yes,MX-2015-CM1244582-42354,Central America,2015-12-20,12/16/2015,,2015-12-27,inferred_from_ship
Yes,MX-2012-AW1084082-41192,Central America,2012-10-17,10/10/2012,,2012-10-24,inferred_from_ship
Yes,MX-2012-AW1084082-41192,Central America,2012-10-17,10/10/2012,,2012-10-24,inferred_from_ship
Yes,MX-2012-AW1084082-41192,Central America,2012-10-17,10/10/2012,,2012-10-24,inferred_from_ship
Yes,MX-2015-CL1270093-42180,Central America,2015-06-29,6/25/2015,,2015-07-06,inferred_from_ship
Yes,MX-2015-CL1270093-42180,Central America,2015-06-29,6/25/2015,,2015-07-06,inferred_from_ship
Yes,CA-2015-CC12475140-42278,Eastern US,2015-10-03,10/1/2015,,2015-10-10,inferred_from_ship
Yes,MX-2014-AH1069093-41990,Central America,2014-12-19,12/17/2014,,2014-12-26,inferred_from_ship
Yes,MX-2014-AH1069093-41990,Central America,2014-12-19,12/17/2014,,2014-12-26,inferred_from_ship
Yes,AO-2013-SF102004-41628,Central Africa,2013-12-25,12/20/2013,,2014-01-01,inferred_from_ship
Yes,MX-2014-SZ2003518-41703,South America,2014-03-11,3/5/2014,,2014-03-18,inferred_from_ship
Yes,EG-2015-RA994538-42342,North Africa,2015-12-08,12/4/2015,,2015-12-15,inferred_from_ship
Yes,EG-2015-RA994538-42342,North Africa,2015-12-08,12/4/2015,,2015-12-15,inferred_from_ship
Yes,TU-2015-AG495134-42130,Western Asia,2015-05-13,5/6/2015,,2015-05-20,inferred_from_ship
Yes,TU-2015-AG495134-42130,Western Asia,2015-05-13,5/6/2015,,2015-05-20,inferred_from_ship
Yes,IN-2012-PR1888058-41013,Southern Asia,2012-04-16,4/14/2012,,2012-04-23,inferred_from_ship
Yes,ES-2015-CS1235548-42010,Western Europe,2015-01-09,1/6/2015,,2015-01-16,inferred_from_ship
Yes,IN-2015-MH1811558-42185,Southern Asia,2015-07-02,6/30/2015,,2015-07-09,inferred_from_ship
Yes,IN-2015-MH1811558-42185,Southern Asia,2015-07-02,6/30/2015,,2015-07-09,inferred_from_ship
Yes,IN-2015-MH1811558-42185,Southern Asia,2015-07-02,6/30/2015,,2015-07-09,inferred_from_ship
Yes,IN-2015-MH1811558-42185,Southern Asia,2015-07-02,6/30/2015,,2015-07-09,inferred_from_ship
Yes,IN-2015-JP1546058-42258,Southern Asia,2015-09-16,9/11/2015,,2015-09-23,inferred_from_ship
Yes,IN-2015-JP1546058-42258,Southern Asia,2015-09-16,9/11/2015,,2015-09-23,inferred_from_ship
Yes,IR-2015-CA196560-42201,Southern Asia,2015-07-19,7/16/2015,,2015-07-26,inferred_from_ship
Yes,IR-2015-CA196560-42201,Southern Asia,2015-07-19,7/16/2015,,2015-07-26,inferred_from_ship
Yes,MX-2013-AF1087026-41536,South America,2013-09-19,9/19/2013,,2013-09-26,inferred_from_ship
Yes,MX-2013-AF1087026-41536,South America,2013-09-19,9/19/2013,,2013-09-26,inferred_from_ship
Yes,US-2012-JF15490140-41269,Western US,2013-01-01,12/26/2012,,2013-01-08,inferred_from_ship
Yes,US-2012-JF15490140-41269,Western US,2013-01-01,12/26/2012,,2013-01-08,inferred_from_ship
Yes,IN-2015-PS18760102-42263,Southeastern Asia,2015-09-21,9/16/2015,,2015-09-28,inferred_from_ship
Yes,ES-2014-KT1646548-41678,Western Europe,2014-02-12,2/8/2014,,2014-02-19,inferred_from_ship
Yes,ES-2014-MC1760548-41900,Western Europe,2014-09-22,9/18/2014,,2014-09-29,inferred_from_ship
Yes,MX-2014-BE1145531-41650,Caribbean,2014-01-15,1/11/2014,,2014-01-22,inferred_from_ship
Yes,MX-2014-BE1145531-41650,Caribbean,2014-01-15,1/11/2014,,2014-01-22,inferred_from_ship
Yes,MX-2014-BE1145531-41650,Caribbean,2014-01-15,1/11/2014,,2014-01-22,inferred_from_ship
Yes,CA-2015-BP11095140-42352,Eastern US,2015-12-19,12/14/2015,,2015-12-26,inferred_from_ship
Yes,CG-2014-ML775533-41740,Central Africa,2014-04-13,4/11/2014,,2014-04-20,inferred_from_ship
Yes,CG-2014-ML775533-41740,Central Africa,2014-04-13,4/11/2014,,2014-04-20,inferred_from_ship
Yes,ID-2014-CV1280527-41773,Eastern Asia,2014-05-18,5/14/2014,,2014-05-25,inferred_from_ship
Yes,SA-2013-RF9840110-41277,Western Asia,2013-01-06,1/3/2013,,2013-01-13,inferred_from_ship
Yes,SA-2013-RF9840110-41277,Western Asia,2013-01-06,1/3/2013,,2013-01-13,inferred_from_ship
Yes,SA-2013-RF9840110-41277,Western Asia,2013-01-06,1/3/2013,,2013-01-13,inferred_from_ship
Yes,SF-2012-AG675117-40976,Southern Africa,2012-03-11,3/8/2012,,2012-03-18,inferred_from_ship
Yes,SF-2012-AG675117-40976,Southern Africa,2012-03-11,3/8/2012,,2012-03-18,inferred_from_ship
Yes,SF-2012-AG675117-40976,Southern Africa,2012-03-11,3/8/2012,,2012-03-18,inferred_from_ship
Yes,SF-2012-AG675117-40976,Southern Africa,2012-03-11,3/8/2012,,2012-03-18,inferred_from_ship
Yes,SF-2012-AG675117-40976,Southern Africa,2012-03-11,3/8/2012,,2012-03-18,inferred_from_ship
Yes,SF-2012-AG675117-40976,Southern Africa,2012-03-11,3/8/2012,,2012-03-18,inferred_from_ship
Yes,US-2015-CR12820140-42284,Eastern US,2015-10-13,10/7/2015,,2015-10-20,inferred_from_ship
Yes,US-2015-CR12820140-42284,Eastern US,2015-10-13,10/7/2015,,2015-10-20,inferred_from_ship
Yes,US-2015-CR12820140-42284,Eastern US,2015-10-13,10/7/2015,,2015-10-20,inferred_from_ship
Yes,ES-2013-MB1808545-41629,Western Europe,2013-12-26,12/21/2013,,2014-01-02,inferred_from_ship
Yes,IN-2015-SC20260130-42032,Southeastern Asia,2015-02-02,1/28/2015,,2015-02-09,inferred_from_ship
Yes,IN-2012-TS211607-41179,Oceania,2012-10-04,9/27/2012,,2012-10-11,inferred_from_ship
Yes,IN-2012-TS211607-41179,Oceania,2012-10-04,9/27/2012,,2012-10-11,inferred_from_ship
Yes,IN-2012-TS211607-41179,Oceania,2012-10-04,9/27/2012,,2012-10-11,inferred_from_ship
Yes,IZ-2015-MO795061-42271,Western Asia,2015-09-26,9/24/2015,,2015-10-03,inferred_from_ship
Yes,IZ-2015-MO795061-42271,Western Asia,2015-09-26,9/24/2015,,2015-10-03,inferred_from_ship
Yes,MX-2014-LL1684039-41853,Central America,2014-08-04,8/2/2014,,2014-08-11,inferred_from_ship
Yes,ES-2013-EB14110139-41528,Northern Europe,2013-09-15,9/11/2013,,2013-09-22,inferred_from_ship
Yes,ES-2013-EB14110139-41528,Northern Europe,2013-09-15,9/11/2013,,2013-09-22,inferred_from_ship
Yes,CA-2015-BT11530140-42278,Western US,2015-10-03,10/1/2015,,2015-10-10,inferred_from_ship
Yes,ES-2013-LC1714064-41409,Southern Europe,2013-05-20,5/15/2013,,2013-05-27,inferred_from_ship
Yes,ES-2013-LC1714064-41409,Southern Europe,2013-05-20,5/15/2013,,2013-05-27,inferred_from_ship
Yes,ES-2013-LC1714064-41409,Southern Europe,2013-05-20,5/15/2013,,2013-05-27,inferred_from_ship
Yes,US-2013-DG13300140-41458,Eastern US,2013-07-05,7/3/2013,,2013-07-12,inferred_from_ship
Yes,US-2013-DG13300140-41458,Eastern US,2013-07-05,7/3/2013,,2013-07-12,inferred_from_ship
Yes,US-2013-DG13300140-41458,Eastern US,2013-07-05,7/3/2013,,2013-07-12,inferred_from_ship
Yes,CA-2014-IG15085140-41808,Western US,2014-06-23,6/18/2014,,2014-06-30,inferred_from_ship
Yes,ES-2015-LO17170139-42166,Northern Europe,2015-06-13,6/11/2015,,2015-06-20,inferred_from_ship
Yes,IN-2015-SS2059059-42364,Southeastern Asia,2015-12-31,12/26/2015,,2016-01-07,inferred_from_ship
Yes,IN-2015-SS2059059-42364,Southeastern Asia,2015-12-31,12/26/2015,,2016-01-07,inferred_from_ship
Yes,IN-2015-SS2059059-42364,Southeastern Asia,2015-12-31,12/26/2015,,2016-01-07,inferred_from_ship
Yes,AG-2014-CP20853-41889,North Africa,2014-09-10,9/7/2014,,2014-09-17,inferred_from_ship
Yes,AG-2014-CP20853-41889,North Africa,2014-09-10,9/7/2014,,2014-09-17,inferred_from_ship
Yes,US-2012-AB1025582-40928,Central America,2012-01-25,1/20/2012,,2012-02-01,inferred_from_ship
Yes,TU-2014-PK8910134-41798,Western Asia,2014-06-14,6/8/2014,,2014-06-21,inferred_from_ship
Yes,TU-2014-PK8910134-41798,Western Asia,2014-06-14,6/8/2014,,2014-06-21,inferred_from_ship
Yes,TU-2014-PK8910134-41798,Western Asia,2014-06-14,6/8/2014,,2014-06-21,inferred_from_ship
Yes,IT-2015-JW1522091-42234,Western Europe,2015-08-23,8/18/2015,,2015-08-30,inferred_from_ship
Yes,IT-2015-JW1522091-42234,Western Europe,2015-08-23,8/18/2015,,2015-08-30,inferred_from_ship
Yes,CA-2013-RH19510140-41544,Western US,2013-09-29,9/27/2013,,2013-10-06,inferred_from_ship
Yes,CA-2013-RH19510140-41544,Western US,2013-09-29,9/27/2013,,2013-10-06,inferred_from_ship
Yes,CA-2013-RH19510140-41544,Western US,2013-09-29,9/27/2013,,2013-10-06,inferred_from_ship
Yes,ES-2014-DM13015120-41856,Southern Europe,2014-08-08,8/5/2014,,2014-08-15,inferred_from_ship
Yes,NI-2013-JB600095-41621,Western Africa,2013-12-17,12/13/2013,,2013-12-24,inferred_from_ship
Yes,NI-2013-JB600095-41621,Western Africa,2013-12-17,12/13/2013,,2013-12-24,inferred_from_ship
Yes,US-2015-TC2114555-42166,Central America,2015-06-16,6/11/2015,,2015-06-23,inferred_from_ship
Yes,US-2015-TC2114555-42166,Central America,2015-06-16,6/11/2015,,2015-06-23,inferred_from_ship
Yes,US-2015-TC2114555-42166,Central America,2015-06-16,6/11/2015,,2015-06-23,inferred_from_ship
Yes,US-2015-TC2114555-42166,Central America,2015-06-16,6/11/2015,,2015-06-23,inferred_from_ship
Yes,US-2015-TC2114555-42166,Central America,2015-06-16,6/11/2015,,2015-06-23,inferred_from_ship
Yes,US-2015-TC2114555-42166,Central America,2015-06-16,6/11/2015,,2015-06-23,inferred_from_ship
Yes,US-2015-TC2114555-42166,Central America,2015-06-16,6/11/2015,,2015-06-23,inferred_from_ship
Yes,IT-2013-DJ1351064-41352,Southern Europe,2013-03-24,3/19/2013,,2013-03-31,inferred_from_ship
Yes,IT-2013-DJ1351064-41352,Southern Europe,2013-03-24,3/19/2013,,2013-03-31,inferred_from_ship
Yes,IN-2012-DB131207-41257,Oceania,2012-12-19,12/14/2012,,2012-12-26,inferred_from_ship
Yes,IZ-2015-EH412561-42161,Western Asia,2015-06-06,6/6/2015,,2015-06-13,inferred_from_ship
Yes,US-2013-KB16315140-41318,Eastern US,2013-02-18,2/13/2013,,2013-02-25,inferred_from_ship
Yes,US-2013-KB16315140-41318,Eastern US,2013-02-18,2/13/2013,,2013-02-25,inferred_from_ship
Yes,US-2013-KB16315140-41318,Eastern US,2013-02-18,2/13/2013,,2013-02-25,inferred_from_ship
Yes,US-2013-KB16315140-41318,Eastern US,2013-02-18,2/13/2013,,2013-02-25,inferred_from_ship
Yes,US-2013-KB16315140-41318,Eastern US,2013-02-18,2/13/2013,,2013-02-25,inferred_from_ship
Yes,CA-2015-CV12805140-42025,Eastern US,2015-01-24,1/21/2015,,2015-01-31,inferred_from_ship
Yes,MX-2015-AG1052518-42357,South America,2015-12-25,12/19/2015,,2016-01-01,inferred_from_ship
Yes,MX-2015-AG1052518-42357,South America,2015-12-25,12/19/2015,,2016-01-01,inferred_from_ship
Yes,IN-2012-MP179657-41242,Oceania,2012-12-06,11/29/2012,,2012-12-13,inferred_from_ship
Yes,IN-2012-MP179657-41242,Oceania,2012-12-06,11/29/2012,,2012-12-13,inferred_from_ship
Yes,IN-2015-PG1882097-42251,Southern Asia,2015-09-08,9/4/2015,,2015-09-15,inferred_from_ship
Yes,IN-2015-PG1882097-42251,Southern Asia,2015-09-08,9/4/2015,,2015-09-15,inferred_from_ship
Yes,ES-2012-SW2024548-41073,Western Europe,2012-06-17,6/13/2012,,2012-06-24,inferred_from_ship
Yes,ES-2012-SW2024548-41073,Western Europe,2012-06-17,6/13/2012,,2012-06-24,inferred_from_ship
Yes,ES-2012-SW2024548-41073,Western Europe,2012-06-17,6/13/2012,,2012-06-24,inferred_from_ship
Yes,IT-2012-MC1742548-41177,Western Europe,2012-09-30,9/25/2012,,2012-10-07,inferred_from_ship
Yes,IT-2012-MC1742548-41177,Western Europe,2012-09-30,9/25/2012,,2012-10-07,inferred_from_ship
Yes,TU-2012-CS1845134-41235,Western Asia,2012-11-26,11/22/2012,,2012-12-03,inferred_from_ship
Yes,TU-2012-CS1845134-41235,Western Asia,2012-11-26,11/22/2012,,2012-12-03,inferred_from_ship
Yes,TU-2012-CS1845134-41235,Western Asia,2012-11-26,11/22/2012,,2012-12-03,inferred_from_ship
Yes,TU-2012-CS1845134-41235,Western Asia,2012-11-26,11/22/2012,,2012-12-03,inferred_from_ship
Yes,TU-2012-CS1845134-41235,Western Asia,2012-11-26,11/22/2012,,2012-12-03,inferred_from_ship
Yes,TU-2012-CS1845134-41235,Western Asia,2012-11-26,11/22/2012,,2012-12-03,inferred_from_ship
Yes,TU-2012-CS1845134-41235,Western Asia,2012-11-26,11/22/2012,,2012-12-03,inferred_from_ship
Yes,CA-2015-SC20725140-42182,Eastern US,2015-07-01,6/27/2015,,2015-07-08,inferred_from_ship
Yes,ES-2015-TP21415139-42251,Northern Europe,2015-09-07,9/4/2015,,2015-09-14,inferred_from_ship
Yes,ES-2015-TP21415139-42251,Northern Europe,2015-09-07,9/4/2015,,2015-09-14,inferred_from_ship
Yes,CA-2015-RA19915140-42357,Western US,2015-12-24,12/19/2015,,2015-12-31,inferred_from_ship
Yes,CA-2015-RA19915140-42357,Western US,2015-12-24,12/19/2015,,2015-12-31,inferred_from_ship
Yes,CA-2015-RA19915140-42357,Western US,2015-12-24,12/19/2015,,2015-12-31,inferred_from_ship
Yes,ES-2014-SV2093545-41674,Western Europe,2014-02-08,2/4/2014,,2014-02-15,inferred_from_ship
Yes,KZ-2015-RM975068-42228,Central Asia,2015-08-14,8/12/2015,,2015-08-21,inferred_from_ship
Yes,KZ-2015-RM975068-42228,Central Asia,2015-08-14,8/12/2015,,2015-08-21,inferred_from_ship
Yes,KG-2015-RH955570-42340,Central Asia,2015-12-05,12/2/2015,,2015-12-12,inferred_from_ship
Yes,KG-2015-RH955570-42340,Central Asia,2015-12-05,12/2/2015,,2015-12-12,inferred_from_ship
Yes,KG-2015-RH955570-42340,Central Asia,2015-12-05,12/2/2015,,2015-12-12,inferred_from_ship
Yes,IT-2015-JS1603045-42229,Western Europe,2015-08-16,8/13/2015,,2015-08-23,inferred_from_ship
Yes,CA-2015-LW16990140-42336,Western US,2015-12-04,11/28/2015,,2015-12-11,inferred_from_ship
Yes,CA-2015-LW16990140-42336,Western US,2015-12-04,11/28/2015,,2015-12-11,inferred_from_ship
Yes,IN-2015-SS2059059-42236,Southeastern Asia,2015-08-23,8/20/2015,,2015-08-30,inferred_from_ship
Yes,IN-2015-SS2059059-42236,Southeastern Asia,2015-08-23,8/20/2015,,2015-08-30,inferred_from_ship
Yes,IN-2015-SS2059059-42236,Southeastern Asia,2015-08-23,8/20/2015,,2015-08-30,inferred_from_ship
Yes,IN-2015-SS2059059-42236,Southeastern Asia,2015-08-23,8/20/2015,,2015-08-30,inferred_from_ship
Yes,IN-2015-SS2059059-42236,Southeastern Asia,2015-08-23,8/20/2015,,2015-08-30,inferred_from_ship
Yes,IN-2012-LH1715559-40968,Southeastern Asia,2012-03-05,2/29/2012,,2012-03-12,inferred_from_ship
Yes,IN-2012-LH1715559-40968,Southeastern Asia,2012-03-05,2/29/2012,,2012-03-12,inferred_from_ship
Yes,US-2015-TT21220140-42186,Western US,2015-07-06,7/1/2015,,2015-07-13,inferred_from_ship
Yes,SF-2015-RS9765117-42224,Southern Africa,2015-08-12,8/8/2015,,2015-08-19,inferred_from_ship
Yes,ID-2014-JF153557-41649,Oceania,2014-01-14,1/10/2014,,2014-01-21,inferred_from_ship
Yes,ID-2014-JF153557-41649,Oceania,2014-01-14,1/10/2014,,2014-01-21,inferred_from_ship
Yes,IT-2014-CA12310139-41961,Northern Europe,2014-11-24,11/18/2014,,2014-12-01,inferred_from_ship
Yes,ES-2015-SL2015545-42335,Western Europe,2015-12-01,11/27/2015,,2015-12-08,inferred_from_ship
Yes,ES-2015-SL2015545-42335,Western Europe,2015-12-01,11/27/2015,,2015-12-08,inferred_from_ship
Yes,IT-2014-DB1312091-41894,Western Europe,2014-09-15,9/12/2014,,2014-09-22,inferred_from_ship
Yes,IT-2014-DB1312091-41894,Western Europe,2014-09-15,9/12/2014,,2014-09-22,inferred_from_ship
Yes,IT-2015-DB13555139-42063,Northern Europe,2015-03-04,2/28/2015,,2015-03-11,inferred_from_ship
Yes,IT-2015-DB13555139-42063,Northern Europe,2015-03-04,2/28/2015,,2015-03-11,inferred_from_ship
Yes,IT-2015-DB13555139-42063,Northern Europe,2015-03-04,2/28/2015,,2015-03-11,inferred_from_ship
Yes,IT-2015-DB13555139-42063,Northern Europe,2015-03-04,2/28/2015,,2015-03-11,inferred_from_ship
Yes,IT-2015-DB13555139-42063,Northern Europe,2015-03-04,2/28/2015,,2015-03-11,inferred_from_ship
Yes,IT-2015-DB13555139-42063,Northern Europe,2015-03-04,2/28/2015,,2015-03-11,inferred_from_ship
Yes,CA-2012-DB13360140-41231,Western US,2012-11-23,11/18/2012,,2012-11-30,inferred_from_ship
Yes,CA-2013-NW18400140-41599,Western US,2013-11-25,11/21/2013,,2013-12-02,inferred_from_ship
Yes,CA-2013-NW18400140-41599,Western US,2013-11-25,11/21/2013,,2013-12-02,inferred_from_ship
Yes,MX-2013-TB2128039-41278,Central America,2013-01-09,1/4/2013,,2013-01-16,inferred_from_ship
Yes,MX-2013-TB2128039-41278,Central America,2013-01-09,1/4/2013,,2013-01-16,inferred_from_ship
Yes,MX-2013-TB2128039-41278,Central America,2013-01-09,1/4/2013,,2013-01-16,inferred_from_ship
Yes,MX-2013-TB2128039-41278,Central America,2013-01-09,1/4/2013,,2013-01-16,inferred_from_ship
Yes,ES-2012-JC1577548-41195,Western Europe,2012-10-16,10/13/2012,,2012-10-23,inferred_from_ship
Yes,ES-2012-KB162408-41191,Western Europe,2012-10-11,10/9/2012,,2012-10-18,inferred_from_ship
Yes,IN-2014-VF2171527-41819,Eastern Asia,2014-07-04,6/29/2014,,2014-07-11,inferred_from_ship
Yes,IN-2014-VF2171527-41819,Eastern Asia,2014-07-04,6/29/2014,,2014-07-11,inferred_from_ship
Yes,IN-2014-VF2171527-41819,Eastern Asia,2014-07-04,6/29/2014,,2014-07-11,inferred_from_ship
