Returned,Order ID,Region,matched_columns,matched_values
Yes,CA-2013-TC21475140-41391,Western US,Order ID,41391
Yes,AG-2014-RD95853-41712,North Africa,Order ID,41712
Yes,ID-2012-JE1574559-41234,Southeastern Asia,Order ID,41234
Yes,CA-2014-TS21160140-41702,Western US,Order ID,41702
Yes,MX-2015-DK1289526-42090,South America,Order ID,42090
Yes,CA-2013-GB14530140-41528,Western US,Order ID,41528
Yes,IN-2015-RD1948011-42109,Southern Asia,Order ID,42109
Yes,ID-2015-RM197507-42129,Oceania,Order ID,42129
Yes,US-2013-PT1909018-41418,South America,Order ID,41418
Yes,CA-2014-AS10045140-41727,Southern US,Order ID,41727
Yes,ES-2013-CS1246064-41368,Southern Europe,Order ID,41368
Yes,MX-2015-SZ2003536-42216,Caribbean,Order ID,42216
Yes,SF-2013-BD1620117-41376,Southern Africa,Order ID,41376
Yes,TU-2013-DL2925134-41534,Western Asia,Order ID,41534
Yes,IN-2015-DB13660102-42089,Southeastern Asia,Order ID,42089
Yes,MX-2015-KC1625582-42259,Central America,Order ID,42259
Yes,EG-2014-SB1018538-41944,North Africa,Order ID,41944
Yes,ES-2015-NM18445139-42218,Northern Europe,Order ID,42218
Yes,CM-2012-SC1068022-41009,Central Africa,Order ID,41009
Yes,CA-2014-TB21280140-41786,Eastern US,Order ID,41786
Yes,ES-2012-AB1060064-40927,Southern Europe,Order ID,40927
Yes,MX-2013-JC1534082-41392,Central America,Order ID,41392
Yes,MX-2014-CG1204031-41977,Caribbean,Order ID,41977
Yes,UP-2014-CR2580137-41922,Eastern Europe,Order ID,41922
Yes,NI-2015-JG516095-42235,Western Africa,Order ID,42235
Yes,MX-2014-HP1481582-41709,Central America,Order ID,41709
Yes,IN-2015-DK1289559-42281,Southeastern Asia,Order ID,42281
Yes,ES-2014-SJ2021548-41998,Western Europe,Order ID,41998
Yes,IN-2014-BS1159027-42000,Eastern Asia,Order ID,42000
Yes,US-2013-GM14500101-41366,South America,Order ID,41366
Yes,IN-2013-KM1666059-41574,Southeastern Asia,Order ID,41574
Yes,ID-2014-RP1927059-41918,Southeastern Asia,Order ID,41918
Yes,IN-2015-AS102857-42217,Oceania,Order ID,42217
Yes,US-2013-EJ1372018-41628,South America,Order ID,41628
Yes,IN-2015-CR128207-42270,Oceania,Order ID,42270
Yes,US-2014-FO14305140-41944,Southern US,Order ID,41944
Yes,SF-2012-CC2685117-41263,Southern Africa,Order ID,41263
Yes,IT-2012-NF18385139-41237,Northern Europe,Order ID,41237
Yes,CA-2015-EB13705140-42321,Eastern US,Order ID,42321
Yes,US-2014-JE1574555-41971,Central America,Order ID,41971
Yes,ES-2013-TB2162548-41374,Western Europe,Order ID,41374
Yes,CA-2015-JS594023-42346,Eastern Canada,Order ID,42346
Yes,IN-2015-MH1811592-42116,Oceania,Order ID,42116
Yes,US-2013-MA1799536-41346,Caribbean,Order ID,41346
Yes,IN-2012-JM15265144-41031,Southeastern Asia,Order ID,41031
Yes,CA-2012-JG15115140-41189,Southern US,Order ID,41189
Yes,US-2015-CG1252055-42316,Central America,Order ID,42316
Yes,MX-2014-RR1931526-41951,South America,Order ID,41951
Yes,CA-2014-CK12595140-41711,Eastern US,Order ID,41711
Yes,MX-2014-DM1295598-41807,Central America,Order ID,41807
Yes,MX-2012-BS1159039-41175,Central America,Order ID,41175
Yes,MX-2012-DS1318018-41081,South America,Order ID,41081
Yes,TU-2015-CS2355134-42101,Western Asia,Order ID,42101
Yes,ID-2014-EB1397559-41919,Southeastern Asia,Order ID,41919
Yes,IN-2014-AC1061558-41808,Southern Asia,Order ID,41808
Yes,EG-2012-NM844538-41002,North Africa,Order ID,41002
Yes,ES-2014-RB1964545-41859,Western Europe,Order ID,41859
Yes,IN-2015-MA17995121-42230,Southern Asia,Order ID,42230
Yes,NI-2013-EH376595-41500,Western Africa,Order ID,41500
Yes,IR-2015-BD162060-42252,Southern Asia,Order ID,42252
Yes,IN-2014-PB19210130-41872,Southeastern Asia,Order ID,41872
Yes,IN-2015-AA1031558-42361,Southern Asia,Order ID,42361
Yes,TZ-2015-BM1785129-42285,Eastern Africa,Order ID,42285
Yes,IV-2014-LC688529-41898,Western Africa,Order ID,41898
Yes,IN-2015-DL1292558-42167,Southern Asia,Order ID,42167
Yes,EG-2015-NF838538-42060,North Africa,Order ID,42060
Yes,CA-2014-ND18370140-41963,Eastern US,Order ID,41963
Yes,NI-2012-BM114095-41061,Western Africa,Order ID,41061
Yes,CA-2012-CM11815140-41226,Central US,Order ID,41226
Yes,ES-2015-CJ1201064-42323,Southern Europe,Order ID,42323
Yes,IN-2015-MB180857-42172,Oceania,Order ID,42172
Yes,ES-2015-MJ1774045-42168,Western Europe,Order ID,42168
Yes,ES-2015-HJ14875139-42013,Northern Europe,Order ID,42013
Yes,CA-2012-CM11815140-41273,Central US,Order ID,41273
Yes,CA-2014-BT11680140-41751,Eastern US,Order ID,41751
Yes,IN-2012-GM1444027-41128,Eastern Asia,Order ID,41128
Yes,IN-2015-DK12985144-42112,Southeastern Asia,Order ID,42112
Yes,TU-2015-LP7080134-42185,Western Asia,Order ID,42185
Yes,CA-2014-DP13390140-41784,Eastern US,Order ID,41784
Yes,US-2014-AJ1078018-41752,South America,Order ID,41752
Yes,IT-2013-BW11065139-41370,Northern Europe,Order ID,41370
Yes,ES-2015-GG1465048-42245,Western Europe,Order ID,42245
Yes,CA-2012-PB19150140-41254,Southern US,Order ID,41254
Yes,CA-2014-TT21265140-41915,Eastern US,Order ID,41915
Yes,IR-2012-SS1051560-41125,Southern Asia,Order ID,41125
Yes,CA-2012-RA988523-41160,Eastern Canada,Order ID,41160
Yes,US-2015-ME17320140-42322,Central US,Order ID,42322
Yes,US-2012-GH1442598-41140,Central America,Order ID,41140
Yes,ES-2013-EC1405048-41520,Western Europe,Order ID,41520
Yes,US-2015-GZ14470140-42362,Western US,Order ID,42362
Yes,MX-2014-ML1741039-41935,Central America,Order ID,41935
Yes,MX-2012-DP1316582-41234,Central America,Order ID,41234
Yes,MX-2012-BD1163582-41249,Central America,Order ID,41249
Yes,MX-2015-CD1279080-42293,Caribbean,Order ID,42293
Yes,IN-2014-DW1319559-41730,Southeastern Asia,Order ID,41730
Yes,IN-2015-JK1612058-42126,Southern Asia,Order ID,42126
Yes,US-2014-AR104055-41906,South America,Order ID,41906
Yes,NI-2015-JG516095-42353,Western Africa,Order ID,42353
Yes,US-2012-SC20260140-41165,Central US,Order ID,41165
Yes,CA-2012-CM12715140-41177,Eastern US,Order ID,41177
Yes,CA-2015-HM14860140-42221,Western US,Order ID,42221
Yes,IN-2015-DK1337566-42155,Eastern Asia,Order ID,42155
Yes,CA-2013-KC16255140-41473,Eastern US,Order ID,41473
Yes,AL-2012-EM38252-41213,Southern Europe,Order ID,41213
Yes,CA-2013-EH13945140-41465,Western US,Order ID,41465
Yes,ES-2012-MZ1751545-41262,Western Europe,Order ID,41262
Yes,US-2014-LH1675055-41840,Central America,Order ID,41840
Yes,MX-2015-LA1678051-42286,Central America,Order ID,42286
Yes,ID-2014-LB167957-41829,Oceania,Order ID,41829
Yes,CA-2015-LW17215140-42348,Central US,Order ID,42348
Yes,ES-2015-AM10705120-42017,Southern Europe,Order ID,42017
Yes,TU-2014-SD10485134-41771,Western Asia,Order ID,41771
Yes,US-2012-AH1046536-41234,Caribbean,Order ID,41234
Yes,US-2012-DB1327036-41021,Caribbean,Order ID,41021
Yes,CA-2014-LS16945140-41912,Eastern US,Order ID,41912
Yes,MX-2015-QJ1925551-42255,Central America,Order ID,42255
Yes,ES-2015-AS1004564-42028,Southern Europe,Order ID,42028
Yes,SG-2015-AG495111-42164,Western Africa,Order ID,42164
Yes,CA-2012-KC16675140-41255,Southern US,Order ID,41255
Yes,CA-2015-JB16045140-42362,Eastern US,Order ID,42362
Yes,ZA-2015-RC9960146-42257,Eastern Africa,Order ID,42257
Yes,ES-2012-TB21190139-40992,Northern Europe,Order ID,40992
Yes,US-2013-GA1472598-41599,Central America,Order ID,41599
Yes,US-2013-TS2134055-41356,Central America,Order ID,41356
Yes,CA-2015-EH13765140-42027,Central US,Order ID,42027
Yes,TU-2015-SC10050134-42216,Western Asia,Order ID,42216
Yes,CA-2014-CY12745140-41867,Western US,Order ID,41867
Yes,KG-2015-FO430570-42318,Central Asia,Order ID,42318
Yes,GH-2015-KD661549-42183,Western Africa,Order ID,42183
Yes,IT-2015-DK12895124-42312,Northern Europe,Order ID,42312
Yes,CA-2013-DP13165140-41557,Central US,Order ID,41557
Yes,CA-2015-SP20860140-42276,Southern US,Order ID,42276
Yes,IN-2015-RH1949559-42257,Southeastern Asia,Order ID,42257
Yes,CA-2013-BN11470140-41380,Eastern US,Order ID,41380
Yes,NI-2013-EH412595-41541,Western Africa,Order ID,41541
Yes,ID-2013-PB18805130-41421,Southeastern Asia,Order ID,41421
Yes,TU-2015-SV10785134-42340,Western Asia,Order ID,42340
Yes,US-2014-DJ1363018-41963,South America,Order ID,41963
Yes,US-2015-JE15610140-42321,Western US,Order ID,42321
Yes,ID-2014-RH1949559-41984,Southeastern Asia,Order ID,41984
Yes,IN-2014-AJ109457-41793,Oceania,Order ID,41793
Yes,CA-2012-LT16765140-41152,Western US,Order ID,41152
Yes,IN-2012-ST2053058-41058,Southern Asia,Order ID,41058
Yes,CA-2012-PJ19015140-41005,Southern US,Order ID,41005
Yes,MX-2014-DK1298518-41740,South America,Order ID,41740
Yes,ID-2014-SC2026092-41894,Oceania,Order ID,41894
Yes,UP-2013-DL2925137-41299,Eastern Europe,Order ID,41299
Yes,AE-2014-MY7380138-42004,Western Asia,Order ID,42004
Yes,ES-2015-LS1723045-42159,Western Europe,Order ID,42159
Yes,TU-2014-MY8295134-41860,Western Asia,Order ID,41860
Yes,MX-2014-KN1639082-41907,Central America,Order ID,41907
Yes,IT-2013-CA12310139-41538,Northern Europe,Order ID,41538
Yes,CA-2014-LF17185140-41933,Eastern US,Order ID,41933
Yes,CA-2015-SJ20125140-42105,Eastern US,Order ID,42105
Yes,US-2013-DR12940140-41635,Central US,Order ID,41635
Yes,TU-2014-TC11145134-41656,Western Asia,Order ID,41656
Yes,MX-2012-RE1940539-41195,Central America,Order ID,41195
Yes,ES-2013-ME1772545-41370,Western Europe,Order ID,41370
Yes,CA-2013-MS17830140-41478,Eastern US,Order ID,41478
Yes,IN-2015-DB13405144-42341,Southeastern Asia,Order ID,42341
Yes,US-2015-SC20050140-42278,Central US,Order ID,42278
Yes,IN-2014-DM1301527-41919,Eastern Asia,Order ID,41919
Yes,CA-2014-DL13330140-41941,Eastern US,Order ID,41941
Yes,MX-2012-AH1012082-41226,Central America,Order ID,41226
Yes,NG-2015-JC577594-42260,Western Africa,Order ID,42260
Yes,CA-2014-MG17890140-41703,Western US,Order ID,41703
Yes,EG-2014-CS186038-41690,North Africa,Order ID,41690
Yes,US-2012-KT16465140-41168,Southern US,Order ID,41168
Yes,NI-2013-DB321095-41521,Western Africa,Order ID,41521
Yes,CA-2013-PS19045140-41438,Eastern US,Order ID,41438
Yes,TU-2015-AG675134-42099,Western Asia,Order ID,42099
Yes,US-2015-SH1997555-42052,Central America,Order ID,42052
Yes,IT-2014-DO1364591-41870,Western Europe,Order ID,41870
Yes,ES-2013-BF1100591-41501,Western Europe,Order ID,41501
Yes,US-2012-JA1597055-41237,Central America,Order ID,41237
Yes,TU-2013-CR2730134-41324,Western Asia,Order ID,41324
Yes,RO-2015-SA10830107-42012,Eastern Europe,Order ID,42012
Yes,MX-2015-NF1859539-42209,Central America,Order ID,42209
Yes,NI-2014-JK562595-41779,Western Africa,Order ID,41779
Yes,MX-2015-SP2092055-42363,Central America,Order ID,42363
Yes,MX-2014-EH1418518-41915,South America,Order ID,41915
Yes,MX-2014-KL1664593-41733,Central America,Order ID,41733
Yes,NI-2015-BP105095-42249,Western Africa,Order ID,42249
Yes,CA-2015-ML17410140-42025,Central US,Order ID,42025
Yes,IN-2015-AH1069027-42181,Eastern Asia,Order ID,42181
Yes,IN-2015-BE1141027-42249,Eastern Asia,Order ID,42249
Yes,TU-2015-JD6015134-42327,Western Asia,Order ID,42327
Yes,IN-2013-AS1028558-41354,Southern Asia,Order ID,41354
Yes,US-2012-GR1456054-41082,Caribbean,Order ID,41082
Yes,CA-2014-AB10255140-41936,Western US,Order ID,41936
Yes,BN-2014-KB631515-41904,Western Africa,Order ID,41904
Yes,CA-2015-BD11725140-42276,Western US,Order ID,42276
Yes,KZ-2012-PR888068-41144,Central Asia,Order ID,41144
Yes,CA-2015-SC20575140-42236,Central US,Order ID,42236
Yes,CA-2015-GK14620140-42257,Central US,Order ID,42257
Yes,ZA-2015-MN7935147-42339,Eastern Africa,Order ID,42339
Yes,ES-2012-AA1064564-41268,Southern Europe,Order ID,41268
Yes,IN-2015-MO178007-42363,Oceania,Order ID,42363
Yes,CA-2013-AI10855140-41628,Western US,Order ID,41628
Yes,ES-2015-WB21850139-42248,Northern Europe,Order ID,42248
Yes,AG-2014-CM21603-41755,North Africa,Order ID,41755
Yes,IN-2012-RC198257-41167,Oceania,Order ID,41167
Yes,IN-2013-JM152657-41576,Oceania,Order ID,41576
Yes,TU-2012-PF9165134-41074,Western Asia,Order ID,41074
Yes,US-2012-TH21235140-41216,Western US,Order ID,41216
Yes,US-2013-PF1916582-41445,Central America,Order ID,41445
Yes,CA-2015-AA10645140-42314,Western US,Order ID,42314
Yes,ES-2012-MO17950120-41137,Southern Europe,Order ID,41137
Yes,ES-2013-PB1915034-41373,Northern Europe,Order ID,41373
Yes,NI-2014-CG204095-41856,Western Africa,Order ID,41856
Yes,NI-2015-EB411095-42174,Western Africa,Order ID,42174
Yes,IN-2014-KD16345144-41768,Southeastern Asia,Order ID,41768
Yes,IN-2015-LA16780102-42095,Southeastern Asia,Order ID,42095
Yes,IN-2014-SE2011066-41772,Eastern Asia,Order ID,41772
Yes,ES-2015-AS1024064-42297,Southern Europe,Order ID,42297
Yes,ZA-2014-LS6945147-41672,Eastern Africa,Order ID,41672
Yes,TU-2014-SF10965134-41992,Western Asia,Order ID,41992
Yes,US-2014-LB16795140-41957,Central US,Order ID,41957
Yes,IN-2014-DA1345058-41769,Southern Asia,Order ID,41769
Yes,US-2013-HG14845140-41530,Eastern US,Order ID,41530
Yes,US-2013-SJ2021582-41543,Central America,Order ID,41543
Yes,CA-2015-EB13870140-42269,Eastern US,Order ID,42269
Yes,EG-2014-PM894038-41846,North Africa,Order ID,41846
