order_id,order_date,ship_date,ship_mode,order_priority,market,region,customer_id
EG-2013-DA345038-41419,2013-05-25,2013-05-30,Standard Class,Medium,Africa,North Africa,DA-345038
IR-2014-RA991560-41782,2014-05-23,2014-05-27,Standard Class,Medium,Asia Pacific,Southern Asia,RA-991560
MX-2014-MC1757531-41990,2014-12-17,2014-12-24,Standard Class,Medium,LATAM,Caribbean,MC-1757531
MX-2014-CP12085143-41792,2014-06-02,2014-06-04,Second Class,Medium,LATAM,South America,CP-12085143
MX-2015-EM1414054-42195,2015-07-10,2015-07-13,Second Class,High,LATAM,Caribbean,EM-1414054
CA-2015-GT14755140-42335,2015-11-27,2015-11-30,First Class,Medium,USCA,Central US,GT-147551402
ID-2015-CV1229559-42145,2015-05-21,2015-05-24,First Class,Critical,Asia Pacific,Southeastern Asia,CV-1229559
TU-2014-JW5220134-41755,2014-04-26,2014-04-30,Second Class,Medium,Asia Pacific,Western Asia,JW-5220134
IN-2013-JL152357-41527,2013-09-10,2013-09-10,Same Day,Critical,Asia Pacific,Oceania,JL-152357
PL-2015-JF5415103-42229,2015-08-13,2015-08-15,First Class,High,Europe,Eastern Europe,JF-5415103
ES-2015-LC17050139-42365,2015-12-27,2016-01-02,Standard Class,Medium,Europe,Northern Europe,LC-17050139
CA-2014-GT14755140-41824,2014-07-04,2014-07-07,First Class,High,USCA,Western US,GT-147551404
MO-2014-SP1054586-41805,2014-06-15,2014-06-19,Standard Class,Medium,Africa,North Africa,SP-1054586
US-2012-DS1318055-41023,2012-04-24,2012-04-26,First Class,High,LATAM,Central America,DS-1318055
MX-2015-AG1090093-42312,2015-11-04,2015-11-10,Standard Class,Medium,LATAM,Central America,AG-1090093
IN-2015-BW111107-42140,2015-05-16,2015-05-23,Standard Class,Low,Asia Pacific,Oceania,BW-111107
ES-2015-PK1907534-42333,2015-11-25,2015-11-30,Standard Class,Medium,Europe,Northern Europe,PK-1907534
CA-2013-HR14770140-41495,2013-08-09,2013-08-13,Second Class,Medium,USCA,Central US,HR-147701402
IN-2013-BG1169527-41353,2013-03-20,2013-03-26,Standard Class,Medium,Asia Pacific,Eastern Asia,BG-1169527
LY-2014-RD990074-41859,2014-08-08,2014-08-12,Standard Class,High,Africa,North Africa,RD-990074
CA-2015-HR14770140-42102,2015-04-08,2015-04-12,Standard Class,High,USCA,Southern US,HR-147701408
CA-2015-HR14770140-42019,2015-01-15,2015-01-21,Standard Class,Medium,USCA,Central US,HR-147701402
CA-2015-HR477023-42076,2015-03-13,2015-03-18,Second Class,Medium,USCA,Canada,HR-477023
IN-2015-JD1589558-42288,2015-10-11,2015-10-13,Second Class,High,Asia Pacific,Southern Asia,JD-1589558
BU-2014-RE940519-41865,2014-08-14,2014-08-16,First Class,Critical,Europe,Eastern Europe,RE-940519
ES-2015-TC2147548-42368,2015-12-30,2016-01-04,Standard Class,Medium,Europe,Western Europe,TC-2147548
TU-2012-FW4395134-41080,2012-06-20,2012-06-24,Standard Class,High,Asia Pacific,Western Asia,FW-4395134
ES-2015-SF20965139-42222,2015-08-06,2015-08-13,Standard Class,Medium,Europe,Northern Europe,SF-20965139
IN-2014-TG2164066-41921,2014-10-09,2014-10-13,Standard Class,Medium,Asia Pacific,Eastern Asia,TG-2164066
ID-2015-BF1117097-42292,2015-10-15,2015-10-20,Standard Class,High,Asia Pacific,Southern Asia,BF-1117097
EG-2014-CG252038-41745,2014-04-16,2014-04-20,Standard Class,Medium,Africa,North Africa,CG-252038
US-2012-HR14770140-40968,2012-02-29,2012-03-04,Standard Class,Medium,USCA,Eastern US,HR-147701406
UP-2014-MS7530137-41718,2014-03-20,2014-03-25,Second Class,Medium,Europe,Eastern Europe,MS-7530137
ID-2014-SD204857-41948,2014-11-05,2014-11-09,Second Class,High,Asia Pacific,Oceania,SD-204857
LY-2014-SA1083074-41657,2014-01-18,2014-01-23,Standard Class,Medium,Africa,North Africa,SA-1083074
IT-2012-WB2185062-41044,2012-05-15,2012-05-20,Standard Class,Medium,Europe,Northern Europe,WB-2185062
MX-2014-JL1585051-41986,2014-12-13,2014-12-18,Second Class,Medium,LATAM,Central America,JL-1585051
ES-2012-AH1019564-41006,2012-04-07,2012-04-11,Standard Class,Medium,Europe,Southern Europe,AH-1019564
IN-2013-BG1174058-41440,2013-06-15,2013-06-17,First Class,Critical,Asia Pacific,Southern Asia,BG-1174058
RS-2014-CS1845108-41965,2014-11-22,2014-11-27,Standard Class,Medium,Europe,Eastern Europe,CS-1845108
ES-2015-EC14050139-42126,2015-05-02,2015-05-08,Standard Class,Low,Europe,Northern Europe,EC-14050139
CA-2015-HR14770140-42356,2015-12-18,2015-12-21,First Class,Medium,USCA,Western US,HR-147701404
ID-2014-SG20890130-41796,2014-06-06,2014-06-11,Standard Class,Medium,Asia Pacific,Southeastern Asia,SG-20890130
ID-2015-KH16330113-42319,2015-11-11,2015-11-13,Second Class,Medium,Asia Pacific,Southeastern Asia,KH-16330113
IN-2014-KT1646527-41818,2014-06-28,2014-07-04,Standard Class,Medium,Asia Pacific,Eastern Asia,KT-1646527
ID-2012-PL189257-41253,2012-12-10,2012-12-15,Standard Class,Medium,Asia Pacific,Oceania,PL-189257
MX-2013-HG1502593-41532,2013-09-15,2013-09-16,First Class,High,LATAM,Central America,HG-1502593
MX-2013-SM2032018-41559,2013-10-12,2013-10-17,Standard Class,High,LATAM,South America,SM-2032018
US-2015-PJ1883582-42251,2015-09-04,2015-09-07,First Class,High,LATAM,Central America,PJ-1883582
CA-2013-HD14785140-41600,2013-11-22,2013-11-25,Second Class,Critical,USCA,Eastern US,HD-147851406
CA-2012-HD14785140-41039,2012-05-10,2012-05-14,Standard Class,High,USCA,Central US,HD-147851402
CA-2013-HD14785140-41432,2013-06-07,2013-06-11,Standard Class,High,USCA,Eastern US,HD-147851406
UP-2014-PJ9015137-41839,2014-07-19,2014-07-24,Standard Class,Medium,Europe,Eastern Europe,PJ-9015137
IN-2015-SC20770102-42173,2015-06-18,2015-06-20,Second Class,High,Asia Pacific,Southeastern Asia,SC-20770102
ID-2013-VD21670102-41569,2013-10-22,2013-10-24,Second Class,High,Asia Pacific,Southeastern Asia,VD-21670102
MX-2015-DR1288093-42259,2015-09-12,2015-09-17,Standard Class,Medium,LATAM,Central America,DR-1288093
US-2013-MK17905101-41529,2013-09-12,2013-09-18,Standard Class,Medium,LATAM,South America,MK-17905101
IN-2015-SB2017088-42336,2015-11-28,2015-12-02,Standard Class,Medium,Asia Pacific,Southeastern Asia,SB-2017088
NI-2014-SA1083095-41964,2014-11-21,2014-11-24,First Class,High,Africa,Western Africa,SA-1083095
IN-2015-TC2147559-42178,2015-06-23,2015-06-30,Standard Class,Medium,Asia Pacific,Southeastern Asia,TC-2147559
ID-2015-JS15685102-42195,2015-07-10,2015-07-15,Standard Class,Medium,Asia Pacific,Southeastern Asia,JS-15685102
CA-2015-HE14800140-42194,2015-07-09,2015-07-13,Standard Class,Medium,USCA,Eastern US,HE-148001406
IT-2015-NL1831091-42344,2015-12-06,2015-12-09,First Class,High,Europe,Western Europe,NL-1831091
CA-2014-HE14800140-41979,2014-12-06,2014-12-11,Second Class,Medium,USCA,Eastern US,HE-148001406
CA-2015-HE14800140-42357,2015-12-19,2015-12-25,Standard Class,Medium,USCA,Central US,HE-148001402
MX-2015-RF1973526-42347,2015-12-09,2015-12-14,Standard Class,Medium,LATAM,South America,RF-1973526
MX-2014-ME1772539-41934,2014-10-22,2014-10-26,Second Class,Medium,LATAM,Central America,ME-1772539
ES-2015-AR1054045-42248,2015-09-01,2015-09-03,Second Class,Critical,Europe,Western Europe,AR-1054045
ES-2012-BD11560139-41079,2012-06-19,2012-06-23,Standard Class,Medium,Europe,Northern Europe,BD-11560139
CA-2014-HE14800140-41669,2014-01-30,2014-02-04,Standard Class,Medium,USCA,Central US,HE-148001402
MX-2013-EH1412555-41276,2013-01-02,2013-01-08,Standard Class,Low,LATAM,Central America,EH-1412555
MX-2014-TT2146018-41811,2014-06-21,2014-06-25,Standard Class,Medium,LATAM,South America,TT-2146018
MX-2013-SV2036551-41524,2013-09-07,2013-09-13,Standard Class,Medium,LATAM,Central America,SV-2036551
IT-2014-BS1159062-41998,2014-12-25,2014-12-29,Standard Class,High,Europe,Northern Europe,BS-1159062
ES-2015-DH1367545-42348,2015-12-10,2015-12-14,Standard Class,Medium,Europe,Western Europe,DH-1367545
SF-2015-EJ3720117-42157,2015-06-02,2015-06-08,Standard Class,Medium,Africa,Southern Africa,EJ-3720117
IT-2014-EM1409548-41754,2014-04-25,2014-04-27,First Class,Critical,Europe,Western Europe,EM-1409548
ES-2012-FM1421548-40933,2012-01-25,2012-02-01,Standard Class,Medium,Europe,Western Europe,FM-1421548
ES-2013-HK1489045-41564,2013-10-17,2013-10-22,Standard Class,High,Europe,Western Europe,HK-1489045
ES-2015-HM1498064-42245,2015-08-29,2015-09-01,Second Class,High,Europe,Southern Europe,HM-1498064
IR-2012-LE681060-41191,2012-10-09,2012-10-15,Standard Class,Medium,Asia Pacific,Southern Asia,LE-681060
IZ-2014-MS771061-41956,2014-11-13,2014-11-16,Second Class,Medium,Asia Pacific,Western Asia,MS-771061
IZ-2012-MM828061-41082,2012-06-22,2012-06-28,Standard Class,Medium,Asia Pacific,Western Asia,MM-828061
IN-2014-RW1963059-41894,2014-09-12,2014-09-18,Standard Class,Medium,Asia Pacific,Southeastern Asia,RW-1963059
MX-2015-BF1117082-42065,2015-03-02,2015-03-05,Second Class,Medium,LATAM,Central America,BF-1117082
MX-2015-BE1133528-42263,2015-09-16,2015-09-19,First Class,Medium,LATAM,South America,BE-1133528
ES-2012-MO1795045-41215,2012-11-02,2012-11-06,Standard Class,Medium,Europe,Western Europe,MO-1795045
BN-2015-RS942015-42158,2015-06-03,2015-06-07,Second Class,Medium,Africa,Western Africa,RS-942015
US-2013-CC122205-41535,2013-09-18,2013-09-20,First Class,Critical,LATAM,South America,CC-122205
MX-2012-PM1894082-40918,2012-01-10,2012-01-15,Standard Class,Medium,LATAM,Central America,PM-1894082
GH-2012-AT43549-41255,2012-12-12,2012-12-18,Standard Class,Medium,Africa,Western Africa,AT-43549
IS-2014-CP208563-41732,2014-04-03,2014-04-08,Standard Class,Medium,Asia Pacific,Western Asia,CP-208563
IN-2014-JL1523558-41951,2014-11-08,2014-11-13,Standard Class,Medium,Asia Pacific,Southern Asia,JL-1523558
IN-2013-JM1586527-41587,2013-11-09,2013-11-16,Standard Class,Medium,Asia Pacific,Eastern Asia,JM-1586527
MX-2014-MC1759039-41797,2014-06-07,2014-06-10,First Class,Medium,LATAM,Central America,MC-1759039
MX-2012-AB1001518-41195,2012-10-13,2012-10-17,Standard Class,High,LATAM,South America,AB-1001518
MX-2014-BS113805-41947,2014-11-04,2014-11-08,Standard Class,High,LATAM,South America,BS-113805
TU-2015-GZ4545134-42339,2015-12-01,2015-12-05,Standard Class,Medium,Asia Pacific,Western Asia,GZ-4545134
CG-2015-MD735033-42056,2015-02-21,2015-02-25,Standard Class,Medium,Africa,Central Africa,MD-735033
ES-2014-SC200208-41655,2014-01-16,2014-01-20,Standard Class,Medium,Europe,Western Europe,SC-200208
US-2013-LS1694582-41594,2013-11-16,2013-11-20,Standard Class,Medium,LATAM,Central America,LS-1694582
EZ-2012-PS904532-41150,2012-08-29,2012-09-01,Second Class,Critical,Europe,Eastern Europe,PS-904532
CA-2015-HP14815140-42339,2015-12-01,2015-12-03,Second Class,Critical,USCA,Eastern US,HP-148151406
ES-2015-DK1309045-42152,2015-05-28,2015-05-30,Second Class,High,Europe,Western Europe,DK-1309045
IN-2015-HW1493592-42300,2015-10-23,2015-10-28,Standard Class,Medium,Asia Pacific,Oceania,HW-1493592
CA-2013-HP14815140-41611,2013-12-03,2013-12-05,Second Class,Medium,USCA,Eastern US,HP-148151406
PL-2015-PA9060103-42192,2015-07-07,2015-07-07,Same Day,High,Europe,Eastern Europe,PA-9060103
SG-2013-RB9705111-41430,2013-06-05,2013-06-09,Standard Class,Medium,Africa,Western Africa,RB-9705111
MX-2015-MA1799582-42327,2015-11-19,2015-11-21,Second Class,High,LATAM,Central America,MA-1799582
CA-2012-HP14815140-41034,2012-05-05,2012-05-09,Standard Class,Medium,USCA,Western US,HP-148151404
CA-2015-HP14815140-42028,2015-01-24,2015-01-28,Standard Class,High,USCA,Western US,HP-148151404
CA-2012-HP14815140-41236,2012-11-23,2012-11-28,Standard Class,Medium,USCA,Southern US,HP-148151408
US-2013-HP14815140-41600,2013-11-22,2013-11-26,Standard Class,Medium,USCA,Central US,HP-148151402
CA-2013-HP14815140-41578,2013-10-31,2013-11-04,Standard Class,Medium,USCA,Central US,HP-148151402
IT-2012-MS17770104-41239,2012-11-26,2012-11-27,First Class,High,Europe,Southern Europe,MS-17770104
IN-2013-NC1834027-41634,2013-12-26,2013-12-31,Standard Class,Medium,Asia Pacific,Eastern Asia,NC-1834027
EG-2015-CK276038-42332,2015-11-24,2015-11-28,Standard Class,Medium,Africa,North Africa,CK-276038
US-2015-HR14830140-42210,2015-07-25,2015-07-25,Same Day,High,USCA,Western US,HR-148301404
CA-2013-HR14830140-41632,2013-12-24,2013-12-28,Standard Class,High,USCA,Western US,HR-148301404
ID-2012-PB1880559-41108,2012-07-18,2012-07-22,Second Class,Medium,Asia Pacific,Southeastern Asia,PB-1880559
CM-2013-SC1009522-41306,2013-02-01,2013-02-05,Standard Class,Medium,Africa,Central Africa,SC-1009522
TU-2012-TS11205134-41112,2012-07-22,2012-07-25,First Class,Medium,Asia Pacific,Western Asia,TS-11205134
MX-2015-PK1891093-42271,2015-09-24,2015-10-01,Standard Class,Low,LATAM,Central America,PK-1891093
US-2015-CC1268555-42180,2015-06-25,2015-06-29,Standard Class,Medium,LATAM,Central America,CC-1268555
CA-2013-HR14830140-41630,2013-12-22,2013-12-23,First Class,Critical,USCA,Eastern US,HR-148301406
SF-2013-BO1425117-41538,2013-09-21,2013-09-27,Standard Class,Low,Africa,Southern Africa,BO-1425117
CA-2015-HR14830140-42088,2015-03-25,2015-03-28,First Class,High,USCA,Eastern US,HR-148301406
ES-2015-MD173508-42030,2015-01-26,2015-01-31,Standard Class,Medium,Europe,Western Europe,MD-173508
CG-2012-NB865533-41273,2012-12-30,2013-01-01,Second Class,High,Africa,Central Africa,NB-865533
ES-2015-SL20155139-42243,2015-08-27,2015-08-31,Standard Class,High,Europe,Northern Europe,SL-20155139
ID-2014-SG206057-41905,2014-09-23,2014-09-29,Standard Class,Medium,Asia Pacific,Oceania,SG-206057
US-2015-DS1318055-42161,2015-06-06,2015-06-09,Second Class,Medium,LATAM,Central America,DS-1318055
MX-2013-SC2005028-41524,2013-09-07,2013-09-11,Second Class,Medium,LATAM,South America,SC-2005028
US-2015-MG176955-42171,2015-06-16,2015-06-20,Standard Class,Medium,LATAM,South America,MG-176955
US-2015-MZ1733555-42333,2015-11-25,2015-11-30,Standard Class,Medium,LATAM,Central America,MZ-1733555
HU-2013-CM219057-41583,2013-11-05,2013-11-09,Standard Class,High,Europe,Eastern Europe,CM-219057
ES-2013-CC1255064-41564,2013-10-17,2013-10-21,Standard Class,Medium,Europe,Southern Europe,CC-1255064
IN-2015-PB1915078-42302,2015-10-25,2015-10-29,Second Class,Medium,Asia Pacific,Southeastern Asia,PB-1915078
IR-2015-SN1056060-42039,2015-02-04,2015-02-08,Standard Class,Medium,Asia Pacific,Southern Asia,SN-1056060
IN-2014-AH1046559-41705,2014-03-07,2014-03-14,Standard Class,Low,Asia Pacific,Southeastern Asia,AH-1046559
CA-2012-HR14830140-41236,2012-11-23,2012-11-29,Standard Class,Low,USCA,Western US,HR-148301404
TZ-2013-TN11040129-41600,2013-11-22,2013-11-26,Standard Class,Medium,Africa,Eastern Africa,TN-11040129
US-2014-JP1613555-41818,2014-06-28,2014-07-03,Standard Class,Medium,LATAM,Central America,JP-1613555
US-2014-BP1129098-41919,2014-10-07,2014-10-11,Standard Class,Medium,LATAM,Central America,BP-1129098
US-2014-DW1354018-41660,2014-01-21,2014-01-25,Second Class,Medium,LATAM,South America,DW-1354018
MX-2013-AG1039018-41636,2013-12-28,2014-01-01,Standard Class,Medium,LATAM,South America,AG-1039018
IN-2012-CR1258058-41132,2012-08-11,2012-08-15,Standard Class,Medium,Asia Pacific,Southern Asia,CR-1258058
MX-2014-PW19030132-41816,2014-06-26,2014-07-01,Standard Class,Medium,LATAM,Caribbean,PW-19030132
CA-2013-HR14830140-41350,2013-03-17,2013-03-22,Second Class,Medium,USCA,Eastern US,HR-148301406
US-2014-DS1303018-41790,2014-05-31,2014-06-05,Standard Class,Medium,LATAM,South America,DS-1303018
MX-2013-VF2171598-41529,2013-09-12,2013-09-13,First Class,High,LATAM,Central America,VF-2171598
ES-2015-CS1186048-42103,2015-04-09,2015-04-15,Standard Class,Medium,Europe,Western Europe,CS-1186048
IR-2015-CD198060-42038,2015-02-03,2015-02-06,First Class,Critical,Asia Pacific,Southern Asia,CD-198060
ES-2014-VM2168545-41993,2014-12-20,2014-12-22,First Class,Critical,Europe,Western Europe,VM-2168545
MX-2015-RS1987098-42273,2015-09-26,2015-09-28,First Class,High,LATAM,Central America,RS-1987098
ES-2015-BW1111045-42132,2015-05-08,2015-05-15,Standard Class,Medium,Europe,Western Europe,BW-1111045
ES-2013-RW19690139-41556,2013-10-09,2013-10-11,Second Class,Critical,Europe,Northern Europe,RW-19690139
IT-2013-BD1177062-41485,2013-07-30,2013-08-01,Second Class,High,Europe,Northern Europe,BD-1177062
MO-2013-GH442586-41303,2013-01-29,2013-01-29,Same Day,Medium,Africa,North Africa,GH-442586
ES-2013-MS1736548-41543,2013-09-26,2013-09-30,Standard Class,Medium,Europe,Western Europe,MS-1736548
CA-2013-HR14830140-41443,2013-06-18,2013-06-22,Standard Class,High,USCA,Southern US,HR-148301408
ES-2015-OT1873045-42104,2015-04-10,2015-04-14,Second Class,Medium,Europe,Western Europe,OT-1873045
TZ-2012-RP9270129-41240,2012-11-27,2012-11-30,Second Class,High,Africa,Eastern Africa,RP-9270129
CA-2015-HG14845140-42084,2015-03-21,2015-03-21,Same Day,High,USCA,Central US,HG-148451402
MX-2014-AB1015039-41922,2014-10-10,2014-10-13,Second Class,Critical,LATAM,Central America,AB-1015039
MX-2013-EB1397536-41522,2013-09-05,2013-09-07,First Class,High,LATAM,Caribbean,EB-1397536
MX-2012-MK1790539-41216,2012-11-03,2012-11-08,Standard Class,Medium,LATAM,Central America,MK-1790539
IN-2014-HG1484527-41856,2014-08-05,2014-08-09,Standard Class,High,Asia Pacific,Eastern Asia,HG-1484527
ES-2015-KL1664596-42241,2015-08-25,2015-08-31,Standard Class,Medium,Europe,Northern Europe,KL-1664596
IN-2015-MM180557-42343,2015-12-05,2015-12-11,Standard Class,Medium,Asia Pacific,Oceania,MM-180557
MX-2013-JG1511539-41291,2013-01-17,2013-01-19,Second Class,Medium,LATAM,Central America,JG-1511539
ES-2012-BP11290120-41241,2012-11-28,2012-12-02,Standard Class,Medium,Europe,Southern Europe,BP-11290120
ES-2012-DK1298545-40928,2012-01-20,2012-01-25,Standard Class,High,Europe,Western Europe,DK-1298545
CA-2015-HG14845140-42287,2015-10-10,2015-10-15,Standard Class,Medium,USCA,Eastern US,HG-148451406
RS-2015-LH6750108-42244,2015-08-28,2015-09-01,Standard Class,Medium,Europe,Eastern Europe,LH-6750108
CA-2012-HG14845140-41027,2012-04-28,2012-04-30,Second Class,Medium,USCA,Southern US,HG-148451408
IR-2012-SZ1003560-41179,2012-09-27,2012-09-29,Second Class,High,Asia Pacific,Southern Asia,SZ-1003560
MX-2012-TB2135531-41227,2012-11-14,2012-11-19,Second Class,Medium,LATAM,Caribbean,TB-2135531
IR-2013-YS1188060-41605,2013-11-27,2013-12-02,Standard Class,Medium,Asia Pacific,Southern Asia,YS-1188060
MX-2013-MS1798039-41383,2013-04-19,2013-04-23,Standard Class,High,LATAM,Central America,MS-1798039
MX-2015-MS1753039-42178,2015-06-23,2015-06-27,Standard Class,High,LATAM,Central America,MS-1753039
ES-2015-AR1040564-42164,2015-06-09,2015-06-13,Second Class,High,Europe,Southern Europe,AR-1040564
PU-2012-BT153053-41243,2012-11-30,2012-11-30,Same Day,High,Africa,Western Africa,BT-153053
ID-2015-HA1492092-42096,2015-04-02,2015-04-06,Standard Class,High,Asia Pacific,Oceania,HA-1492092
EG-2014-MC742538-41885,2014-09-03,2014-09-07,Standard Class,High,Africa,North Africa,MC-742538
US-2013-HG14845140-41530,2013-09-13,2013-09-19,Standard Class,Medium,USCA,Eastern US,HG-148451406
MX-2014-EJ1372039-41978,2014-12-05,2014-12-10,Standard Class,High,LATAM,Central America,EJ-1372039
MX-2015-GP1474018-42162,2015-06-07,2015-06-11,Standard Class,Medium,LATAM,South America,GP-1474018
MX-2012-HJ1487539-41123,2012-08-02,2012-08-05,Second Class,Critical,LATAM,Central America,HJ-1487539
MX-2013-AR1054082-41545,2013-09-28,2013-09-30,Second Class,Medium,LATAM,Central America,AR-1054082
RO-2015-AC615107-42277,2015-09-30,2015-09-30,Same Day,High,Europe,Eastern Europe,AC-615107
CA-2015-HG14845140-42315,2015-11-07,2015-11-13,Standard Class,Medium,USCA,Central US,HG-148451402
SF-2015-RH9555117-42314,2015-11-06,2015-11-12,Standard Class,Medium,Africa,Southern Africa,RH-9555117
US-2012-SP20620101-41231,2012-11-18,2012-11-18,Same Day,High,LATAM,South America,SP-20620101
MX-2015-CD1198051-42281,2015-10-04,2015-10-07,First Class,Medium,LATAM,Central America,CD-1198051
US-2015-CS1225054-42216,2015-07-31,2015-08-04,Standard Class,High,LATAM,Caribbean,CS-1225054
US-2013-HM14860140-41632,2013-12-24,2013-12-30,Standard Class,Medium,USCA,Central US,HM-148601402
CA-2012-HM14860140-41110,2012-07-20,2012-07-24,Standard Class,Medium,USCA,Central US,HM-148601402
IN-2013-DP1316592-41299,2013-01-25,2013-01-30,Standard Class,Medium,Asia Pacific,Oceania,DP-1316592
CA-2013-HM14860140-41612,2013-12-04,2013-12-09,Second Class,Medium,USCA,Western US,HM-148601404
CA-2014-HM14860140-41772,2014-05-13,2014-05-18,Standard Class,Medium,USCA,Eastern US,HM-148601406
CA-2015-HM14860140-42297,2015-10-20,2015-10-26,Standard Class,Low,USCA,Eastern US,HM-148601406
ES-2013-MC1727545-41451,2013-06-26,2013-06-26,Same Day,Critical,Europe,Western Europe,MC-1727545
US-2014-HM14860140-41910,2014-09-28,2014-10-04,Standard Class,Medium,USCA,Central US,HM-148601402
TU-2015-VP11730134-42341,2015-12-03,2015-12-08,Standard Class,Medium,Asia Pacific,Western Asia,VP-11730134
US-2015-RK19300143-42067,2015-03-04,2015-03-08,Standard Class,High,LATAM,South America,RK-19300143
GH-2012-AB10549-41046,2012-05-17,2012-05-22,Standard Class,High,Africa,Western Africa,AB-10549
IN-2014-EM1420027-41872,2014-08-21,2014-08-25,Standard Class,High,Asia Pacific,Eastern Asia,EM-1420027
CA-2015-HM14860140-42109,2015-04-15,2015-04-20,Standard Class,Medium,USCA,Eastern US,HM-148601406
NI-2012-JH591095-41006,2012-04-07,2012-04-09,Second Class,Medium,Africa,Western Africa,JH-591095
SF-2013-LW7125117-41304,2013-01-30,2013-01-31,First Class,High,Africa,Southern Africa,LW-7125117
MX-2015-TC2147512-42318,2015-11-10,2015-11-17,Standard Class,Low,LATAM,Caribbean,TC-2147512
CA-2015-HM14860140-42221,2015-08-05,2015-08-08,First Class,Medium,USCA,Western US,HM-148601404
IN-2012-RB1943558-41153,2012-09-01,2012-09-06,Standard Class,Medium,Asia Pacific,Southern Asia,RB-1943558
IZ-2015-BE141061-42305,2015-10-28,2015-11-01,Standard Class,High,Asia Pacific,Western Asia,BE-141061
IT-2015-BO1142591-42195,2015-07-10,2015-07-13,First Class,High,Europe,Western Europe,BO-1142591
IN-2014-JK1537066-41940,2014-10-28,2014-11-02,Standard Class,Medium,Asia Pacific,Eastern Asia,JK-1537066
AO-2014-JK60904-41787,2014-05-28,2014-06-02,Standard Class,High,Africa,Central Africa,JK-60904
ID-2013-PF191207-41286,2013-01-12,2013-01-13,First Class,High,Asia Pacific,Oceania,PF-191207
ES-2012-RD1972045-41203,2012-10-21,2012-10-25,Standard Class,High,Europe,Western Europe,RD-1972045
CA-2015-HM14860140-42367,2015-12-29,2016-01-03,Standard Class,Medium,USCA,Western US,HM-148601404
US-2012-SC2002018-41051,2012-05-22,2012-05-27,Standard Class,Medium,LATAM,South America,SC-2002018
MX-2012-SG2047018-41054,2012-05-25,2012-05-27,Second Class,High,LATAM,South America,SG-2047018
ID-2015-DM1295527-42209,2015-07-24,2015-07-30,Standard Class,Medium,Asia Pacific,Eastern Asia,DM-1295527
IN-2013-LH1690058-41450,2013-06-25,2013-06-30,Standard Class,Medium,Asia Pacific,Southern Asia,LH-1690058
US-2015-TH2111582-42174,2015-06-19,2015-06-21,Second Class,Critical,LATAM,Central America,TH-2111582
US-2013-LW1699036-41461,2013-07-06,2013-07-13,Standard Class,Low,LATAM,Caribbean,LW-1699036
MX-2012-DK1322551-41016,2012-04-17,2012-04-21,Standard Class,Medium,LATAM,Central America,DK-1322551
MX-2015-LP1708055-42139,2015-05-15,2015-05-19,Standard Class,High,LATAM,Central America,LP-1708055
MX-2012-BT1168026-41194,2012-10-12,2012-10-16,Standard Class,High,LATAM,South America,BT-1168026
MX-2014-TH2111518-41818,2014-06-28,2014-07-02,Standard Class,Medium,LATAM,South America,TH-2111518
IT-2015-BF1102045-42354,2015-12-16,2015-12-20,Standard Class,Medium,Europe,Western Europe,BF-1102045
ES-2014-BF1127545-41803,2014-06-13,2014-06-14,First Class,High,Europe,Western Europe,BF-1127545
ID-2015-DB134057-42182,2015-06-27,2015-07-03,Standard Class,Medium,Asia Pacific,Oceania,DB-134057
NI-2014-MY829595-41684,2014-02-14,2014-02-19,Standard Class,High,Africa,Western Africa,MY-829595
ID-2014-TG216407-41991,2014-12-18,2014-12-23,Second Class,Medium,Asia Pacific,Oceania,TG-216407
US-2014-TB2125018-41703,2014-03-05,2014-03-12,Standard Class,Low,LATAM,South America,TB-2125018
MX-2013-TB2159593-41483,2013-07-28,2013-08-01,Standard Class,High,LATAM,Central America,TB-2159593
MX-2014-NP1868565-41907,2014-09-25,2014-09-30,Standard Class,High,LATAM,Caribbean,NP-1868565
ID-2015-AJ1096092-42321,2015-11-13,2015-11-18,Standard Class,Medium,Asia Pacific,Oceania,AJ-1096092
IT-2015-BN11470139-42256,2015-09-09,2015-09-15,Standard Class,Low,Europe,Northern Europe,BN-11470139
CA-2014-HJ14875140-41903,2014-09-21,2014-09-25,Standard Class,High,USCA,Western US,HJ-148751404
IT-2012-KH16510139-41088,2012-06-28,2012-07-05,Standard Class,Low,Europe,Northern Europe,KH-16510139
CA-2014-HJ14875140-41961,2014-11-18,2014-11-19,First Class,High,USCA,Western US,HJ-148751404
NI-2014-SG1060595-41933,2014-10-21,2014-10-28,Standard Class,Medium,Africa,Western Africa,SG-1060595
ID-2013-TB2117559-41534,2013-09-17,2013-09-17,Same Day,High,Asia Pacific,Southeastern Asia,TB-2117559
US-2014-SW2027582-41803,2014-06-13,2014-06-16,Second Class,High,LATAM,Central America,SW-2027582
AO-2014-CW19054-41942,2014-10-30,2014-11-04,Second Class,Medium,Africa,Central Africa,CW-19054
CA-2013-HJ14875140-41377,2013-04-13,2013-04-14,First Class,Medium,USCA,Western US,HJ-148751404
IN-2013-EM1414027-41419,2013-05-25,2013-06-01,Standard Class,Low,Asia Pacific,Eastern Asia,EM-1414027
CA-2015-HJ14875140-42243,2015-08-27,2015-08-28,First Class,Medium,USCA,Central US,HJ-148751402
MX-2014-RB1943551-41809,2014-06-19,2014-06-23,Standard Class,Medium,LATAM,Central America,RB-1943551
