order_id,product_id,row_id,quantity,sales,discount,profit,shipping_cost
US-2013-GH14410140-41485,FUR-CH-4423,37846,6,155.88,0.0,38.97,4.3
IN-2012-DP1339078-40911,TEC-CO-4574,25375,1,192.87,0.0,50.13,10.4
SU-2012-JH5985122-41250,OFF-AR-3462,43267,2,60.54,0.0,20.58,10.4
ES-2013-RF1984014-41515,OFF-ST-4296,13947,2,112.92,0.0,28.2,10.4
ES-2015-TZ21445139-42148,OFF-ST-6282,17836,5,273.45,0.0,27.3,10.4
MX-2013-LH1702028-41401,OFF-LA-6029,7264,3,25.74,0.0,12.3,10.399
US-2014-KL1655555-41703,FUR-CH-5455,3355,2,137.21,0.4,-77.75,10.396
MX-2014-MS1783039-41717,TEC-PH-5826,8111,3,146.58,0.0,51.3,10.396
MX-2012-CM1271531-41123,OFF-AR-5923,7224,4,77.36,0.0,22.4,10.394
US-2012-SV208155-41159,TEC-PH-5252,6980,2,64.82,0.4,-16.22,10.394
US-2015-GH14410140-42162,OFF-ST-6158,35151,5,26.4,0.0,0.0,3.62
IN-2012-AT10735113-41197,OFF-PA-4145,21289,2,94.2,0.0,24.48,10.39
MX-2015-CA1205582-42276,TEC-PH-3798,7093,2,107.4,0.0,44.0,10.39
EG-2015-CL270038-42228,TEC-CO-4779,43000,1,126.9,0.0,7.59,10.39
IN-2015-DB136157-42342,OFF-FA-2942,30458,4,77.52,0.0,20.88,10.39
ES-2013-GH1442548-41487,OFF-ST-6048,17967,1,178.61,0.1,69.44,10.39
ID-2013-HM14860102-41548,TEC-MA-5012,23512,2,126.9,0.25,-1.74,10.39
ES-2015-PW1903045-42320,OFF-ST-4261,15869,3,71.28,0.1,31.68,10.39
ES-2015-RB1979548-42177,OFF-ST-6248,20242,2,214.66,0.2,-29.54,10.39
CA-2012-GH14410140-41098,OFF-BI-6407,39470,6,41.9,0.2,14.14,3.36
MX-2015-KB1624082-42249,FUR-CH-4702,6558,2,171.97,0.2,15.01,10.389
MX-2013-GB1453018-41392,OFF-EN-4447,4039,3,52.38,0.0,1.56,10.386
MX-2014-PK1907593-41712,TEC-PH-5357,5660,2,168.0,0.0,48.72,10.386
MX-2013-TS2161082-41432,OFF-AR-5923,3145,10,174.0,0.0,73.0,10.386
MX-2014-MH1778582-41892,OFF-LA-4639,4282,9,75.78,0.0,36.36,10.383
MX-2013-RD1948082-41389,FUR-FU-3946,1520,12,91.15,0.4,15.07,10.383
MX-2012-RA1991518-40912,OFF-SU-4308,1970,8,148.96,0.0,28.16,10.383
CA-2014-GH14410140-41888,OFF-FA-3040,35912,9,28.44,0.2,4.27,2.64
CA-2014-GH14410140-41861,OFF-BI-3267,40457,5,11.88,0.7,-7.92,1.85
IZ-2014-CA226561-41961,OFF-AR-3476,44115,1,51.63,0.0,8.76,10.38
ES-2015-CV1280548-42252,OFF-FA-5467,12581,7,97.02,0.0,23.1,10.38
IN-2012-DM1301527-41248,OFF-SU-4120,22603,4,115.68,0.0,30.0,10.38
ES-2015-JG1580548-42235,OFF-BI-3253,16369,3,34.83,0.1,11.16,10.38
ES-2014-KA1652564-41671,OFF-AR-3459,18652,3,88.83,0.0,31.05,10.38
IT-2014-LT1711091-41803,FUR-FU-3049,19191,3,120.02,0.2,-6.07,10.38
ES-2015-MO1795048-42313,OFF-AR-6120,16620,5,112.73,0.1,-5.03,10.38
ES-2015-MH1802564-42296,OFF-LA-4537,15957,7,79.38,0.0,12.6,10.38
SA-2015-RE9450110-42354,FUR-CH-4520,44862,2,123.24,0.0,52.98,10.38
MX-2013-DB1306082-41513,FUR-BO-3907,4970,4,258.24,0.2,12.88,10.373
MX-2013-JH1591082-41437,FUR-CH-4562,8696,5,473.84,0.2,-82.96,10.37
ES-2015-AR1051045-42234,OFF-BI-3189,18045,3,84.69,0.0,0.0,10.37
CA-2012-GH14410140-41098,OFF-ST-5590,39471,4,23.92,0.0,4.07,1.7
IZ-2013-CP234061-41290,OFF-AR-3491,42830,6,163.62,0.0,27.72,10.37
IN-2012-EB139307-41060,OFF-ST-4094,30911,2,58.1,0.4,6.74,10.37
ID-2014-MY1738097-41808,TEC-PH-5815,22232,2,166.83,0.5,-143.49,10.37
UZ-2014-NR8550142-41823,OFF-SU-2977,45381,4,127.32,0.0,35.64,10.37
IN-2014-PL1892527-41969,FUR-FU-3067,22725,5,124.95,0.0,29.85,10.37
ID-2012-SD20485130-41146,FUR-FU-5724,25371,5,160.09,0.27,-32.96,10.37
US-2014-ML1826536-41893,FUR-CH-5370,8116,8,251.01,0.2,-28.35,10.368
MX-2015-FP1432039-42279,FUR-CH-4525,4165,3,148.5,0.0,44.52,10.365
MX-2015-AM1070531-42133,TEC-AC-5880,3356,7,178.78,0.0,49.98,10.36
IN-2013-BF1117027-41353,OFF-PA-3998,27654,4,98.88,0.0,37.56,10.36
IN-2015-CC121457-42179,OFF-FA-2941,31250,2,33.66,0.0,5.7,10.36
US-2015-GH14410140-42162,FUR-FU-4021,35150,1,4.95,0.0,2.18,1.68
TU-2014-EB3870134-41872,TEC-PH-5349,50923,2,52.1,0.6,-73.0,10.36
TU-2013-IL5100134-41303,OFF-ST-4269,46016,2,165.12,0.6,-61.92,10.36
SF-2013-JG5805117-41440,TEC-AC-4171,48435,2,80.58,0.0,9.66,10.36
IN-2012-JS1603059-41084,FUR-CH-5752,27566,3,108.27,0.27,-7.47,10.36
CA-2015-GH14410140-42186,FUR-FU-5983,36455,2,14.22,0.6,-10.31,1.63
ES-2015-KD16345139-42063,OFF-FA-5483,13892,5,51.57,0.1,17.67,10.36
IN-2014-NC1862592-41801,OFF-BI-3257,30447,2,97.68,0.0,13.62,10.36
CG-2015-RO978033-42181,FUR-FU-4085,44222,4,220.56,0.0,61.68,10.36
AG-2014-AG7653-41731,TEC-PH-5815,45323,1,166.83,0.0,4.98,10.35
ES-2012-DC1328548-41081,OFF-PA-4480,13955,9,268.11,0.0,96.39,10.35
CA-2012-GH14410140-41098,OFF-LA-3209,39469,1,2.88,0.0,1.41,1.47
ES-2014-EA1403545-41671,OFF-BI-6383,13790,4,201.84,0.0,3.96,10.35
ES-2015-LA16780120-42272,OFF-EN-3105,17146,4,108.36,0.0,43.32,10.35
CA-2015-GH14410140-42053,OFF-PA-3011,35949,2,11.76,0.0,5.76,1.37
IT-2014-NP1870048-41909,OFF-AR-3458,19519,12,166.14,0.5,-139.86,10.35
ID-2013-SS201401-41624,OFF-SU-2966,25231,4,151.2,0.0,46.8,10.35
ES-2012-SG2047044-40979,OFF-AR-5933,11118,4,194.64,0.0,91.44,10.35
NI-2012-SP1086095-41090,FUR-FU-4043,50374,2,29.27,0.7,-55.63,10.35
MX-2015-EB1417018-42350,FUR-CH-5394,1540,2,178.56,0.0,17.84,10.349
MX-2012-MS1736536-41102,OFF-ST-6033,1265,2,137.47,0.2,30.91,10.348
MX-2015-JO1514582-42279,TEC-PH-5272,1551,2,173.16,0.0,13.84,10.345
ES-2012-AH1021048-41252,OFF-AR-3461,18420,4,117.12,0.0,5.76,10.34
IT-2014-BE1145548-41879,OFF-AR-3500,19564,2,93.18,0.0,13.92,10.34
ES-2014-CM1244545-41973,OFF-AR-3471,16137,6,311.04,0.0,46.62,10.34
CA-2014-GH14410140-41861,OFF-BI-6321,40456,3,4.34,0.7,-3.04,1.3
NI-2015-JF529595-42306,TEC-PH-5831,47626,8,156.74,0.7,-214.3,10.34
CA-2012-GH14425140-41076,OFF-BI-4340,38114,3,3266.38,0.2,1061.57,193.2
IN-2015-MH1811558-42185,OFF-EN-5032,24684,1,50.46,0.0,17.64,10.34
CA-2013-GH14425140-41614,OFF-ST-3361,32821,6,247.1,0.2,-58.69,25.61
CA-2013-GH14425140-41614,FUR-FU-4759,32818,6,206.11,0.2,48.95,16.35
IN-2015-SS2059078-42328,OFF-AR-3545,24701,4,116.88,0.0,38.52,10.34
US-2014-SC2084518-41669,FUR-BO-3647,10246,5,166.48,0.6,-116.62,10.333
US-2014-BS1138082-41734,OFF-EN-5033,6142,6,145.8,0.0,72.84,10.331
MO-2014-AP72086-41849,OFF-AR-5923,45529,2,52.2,0.0,13.56,10.33
ID-2014-DM129557-41914,FUR-FU-4103,30048,5,85.59,0.4,-18.66,10.33
IN-2013-HR1477027-41515,OFF-FA-6194,23329,7,80.01,0.0,19.11,10.33
ES-2012-HA1492064-41214,OFF-EN-3111,18848,8,177.84,0.0,81.6,10.33
IN-2014-PA190607-41843,OFF-PA-5886,23496,2,53.68,0.1,23.86,10.33
EG-2014-SC1044038-41956,TEC-PH-3787,44940,1,182.07,0.0,40.05,10.33
CA-2013-GH442523-41523,OFF-ST-6031,47629,1,127.47,0.0,1.26,15.77
ID-2014-TS216107-41888,OFF-AR-3467,20437,5,78.57,0.1,13.02,10.33
MX-2012-SC2077082-41265,TEC-CO-3587,5973,3,526.41,0.002,188.79,10.321
ES-2014-AH10030139-41962,OFF-AR-3544,19353,5,144.75,0.0,20.25,10.32
CA-2013-GH14425140-41614,OFF-PA-6517,32820,8,198.27,0.2,61.96,14.54
CA-2015-GH14425140-42319,TEC-AC-5211,38648,7,111.79,0.0,43.6,10.04
ID-2015-EM14200130-42250,FUR-FU-4064,28274,2,169.73,0.27,-44.18,10.32
IN-2015-GW1460558-42234,OFF-EN-3673,22122,9,178.2,0.0,21.33,10.32
ID-2014-JP1546059-41803,TEC-CO-4785,25644,2,230.51,0.07,9.89,10.32
IN-2012-JB1592559-41245,OFF-PA-3987,29468,3,74.08,0.47,-30.77,10.32
RO-2015-KM6660107-42286,OFF-AR-3463,44346,1,32.19,0.0,12.21,10.32
CA-2013-GH14425140-41614,OFF-AR-3542,32822,6,86.3,0.2,9.71,8.88
SF-2014-NS8505117-42004,OFF-AP-4749,48725,1,81.78,0.0,28.62,10.32
IN-2015-PK1891059-42160,OFF-PA-6613,26809,7,90.93,0.47,-75.6,10.32
ES-2014-SM2032014-41737,OFF-BI-4818,11739,2,103.56,0.0,18.6,10.32
US-2014-CM1238518-41985,FUR-BO-4864,2076,6,195.26,0.6,-268.54,10.314
CA-2013-GH14425140-41614,OFF-PA-6527,32819,5,19.92,0.2,6.72,2.1
IN-2012-MT1781527-41121,OFF-EN-3108,22531,3,52.47,0.0,11.52,10.31
MO-2014-MP796586-41920,FUR-CH-5806,42505,1,165.51,0.0,59.58,10.31
IN-2013-ML1826558-41503,OFF-AP-4495,29511,3,130.23,0.0,32.49,10.31
ID-2015-TZ214457-42042,OFF-BI-2881,24416,5,88.74,0.4,-57.81,10.31
MX-2014-SC2023082-41718,OFF-AP-3876,1959,4,141.04,0.0,1.36,10.307
ES-2014-AR1034564-41935,OFF-PA-3990,19630,4,122.76,0.0,56.4,10.3
PL-2012-BP1155103-41067,OFF-ST-6275,41300,2,107.46,0.0,12.84,10.3
CA-2012-GH14425140-41076,FUR-FU-4109,38112,3,6.24,0.0,2.62,1.38
US-2013-GH14425140-41619,OFF-BI-2905,34007,2,12.83,0.7,-8.98,1.26
ID-2014-JM15580102-41954,OFF-EN-4917,22394,5,111.95,0.45,-12.25,10.3
IN-2015-JK1609027-42007,OFF-EN-3108,28610,9,157.41,0.0,34.56,10.3
ES-2013-JM1619548-41475,FUR-FU-4086,17935,5,141.83,0.5,-45.53,10.3
ES-2014-MW1823545-41965,OFF-ST-4282,13864,3,156.17,0.1,46.82,10.3
IN-2015-RF1934527-42007,FUR-FU-3957,28584,3,66.96,0.0,5.31,10.3
ZA-2015-RP9390146-42099,OFF-PA-3988,48075,2,90.36,0.0,27.06,10.3
IN-2013-SC2023058-41515,TEC-AC-5872,23533,3,337.23,0.0,10.08,10.3
CG-2012-SO1033533-41153,OFF-LA-4663,49885,4,35.04,0.0,5.52,10.3
MX-2015-CR1258082-42171,FUR-CH-5758,5274,2,63.81,0.2,14.33,10.297
MX-2013-MG1787526-41458,OFF-PA-4159,7643,5,66.0,0.0,31.6,10.294
IT-2013-AG1033045-41586,OFF-ST-4252,14557,3,53.22,0.1,-2.4,10.29
MO-2013-DP300086-41292,OFF-ST-4260,46998,1,136.38,0.0,28.62,10.29
CA-2012-GH14425140-41076,OFF-FA-5459,38113,5,17.9,0.0,8.95,1.26
IT-2014-KC1667548-41882,OFF-LA-3261,10555,3,33.57,0.0,3.96,10.29
ES-2015-PW1903045-42320,OFF-SU-2979,15867,7,188.37,0.0,13.02,10.29
ID-2015-RF19735102-42368,FUR-FU-3940,30012,3,247.59,0.25,39.6,10.29
MZ-2015-RD993087-42140,TEC-PH-5350,42808,2,278.7,0.0,83.58,10.29
IN-2014-SG2047027-41886,FUR-CH-4700,26262,3,251.01,0.0,122.94,10.29
IN-2014-SP20920130-41808,FUR-FU-3033,23371,2,162.32,0.27,-2.26,10.29
ES-2014-BS1136548-41724,OFF-FA-6185,11730,5,81.45,0.0,28.5,10.28
TO-2015-BG1695131-42325,OFF-SU-6163,50532,4,141.48,0.0,9.84,10.28
CA-2012-GM14440140-41263,FUR-CH-5749,36935,6,1325.76,0.2,149.15,99.18
TU-2015-CA2775134-42060,OFF-SU-6183,51003,6,101.16,0.6,-65.88,10.28
IN-2014-JK1532559-41801,TEC-MA-6153,28054,1,90.46,0.17,5.44,10.28
CA-2014-GM14440140-41977,OFF-ST-4287,37456,4,772.68,0.0,108.18,53.32
IN-2013-KM163757-41360,OFF-PA-4464,25166,2,86.94,0.1,37.62,10.28
US-2015-GM14440140-42090,TEC-PH-5344,33158,4,119.96,0.0,33.59,38.94
IT-2014-SW2035091-41989,OFF-PA-4484,17606,9,74.66,0.5,-6.07,10.28
US-2015-GM14440140-42090,FUR-BO-5963,33157,2,257.57,0.2,-28.98,19.28
CA-2012-GM14440140-41263,FUR-CH-5767,36936,3,572.16,0.2,35.76,19.22
US-2012-GM14440140-40988,FUR-CH-4411,39642,3,218.38,0.2,-10.92,17.47
TZ-2014-JJ5760129-41878,OFF-ST-6065,42552,2,87.26,0.1,2.9,10.27
EZ-2013-JH591032-41326,TEC-PH-3793,42677,1,88.44,0.0,35.37,10.27
IR-2013-MV748560-41363,TEC-PH-3786,49800,1,182.16,0.0,71.04,10.27
ID-2015-ML1775592-42090,OFF-EN-3671,30652,4,64.8,0.4,-6.48,10.27
IT-2014-VM2168591-41864,OFF-ST-6058,18475,4,98.82,0.5,-51.42,10.27
MX-2012-BW1111082-41217,OFF-ST-6032,6394,3,256.8,0.0,30.78,10.268
UP-2013-AB150137-41355,TEC-MA-6132,42171,2,80.16,0.0,12.0,10.26
IN-2013-BS1175592-41591,FUR-CH-4520,30363,2,123.24,0.0,46.8,10.26
ID-2013-DP131057-41550,TEC-AC-5880,28627,4,137.92,0.1,-13.88,10.26
ES-2013-DP1316564-41278,OFF-ST-6057,14976,5,146.79,0.4,-24.51,10.26
IN-2015-EH137657-42367,TEC-AC-3395,24847,2,73.66,0.1,19.6,10.26
MX-2013-NM1852082-41404,TEC-AC-3396,3592,3,115.92,0.0,49.8,10.26
IN-2015-SS2059059-42364,TEC-AC-5864,28446,7,302.29,0.47,-131.36,10.26
MX-2012-SL2015582-41116,TEC-PH-3793,9862,2,117.92,0.0,33.0,10.254
MX-2012-SB2017031-41227,TEC-PH-3150,5385,2,168.2,0.0,6.72,10.254
IN-2014-AD1018027-41901,OFF-FA-5464,26708,2,39.54,0.0,9.84,10.25
IN-2014-AH1069027-41979,OFF-PA-4002,21258,4,105.96,0.0,33.84,10.25
IT-2012-CM1183045-41255,FUR-FU-5738,19270,2,100.74,0.0,31.2,10.25
IN-2015-CA123107-42104,OFF-EN-4919,24458,2,51.14,0.1,5.66,10.25
ES-2012-JH1591048-41192,OFF-AR-6120,11236,9,125.82,0.5,-115.83,10.25
ES-2015-PR18880120-42250,OFF-AR-5912,18881,2,34.02,0.0,14.28,10.25
IN-2015-SW2035027-42165,OFF-PA-6600,26433,3,147.33,0.0,51.48,10.25
IN-2013-SC2057527-41417,TEC-AC-4155,29501,2,166.92,0.0,4.98,10.25
ID-2015-TT2146059-42185,OFF-SU-4117,24033,3,55.48,0.47,-32.45,10.25
MX-2015-CS1250582-42342,OFF-AP-4509,2361,2,75.92,0.0,2.24,10.245
CA-2015-GM14440140-42215,OFF-AR-5914,34009,9,60.12,0.0,22.24,14.84
IV-2014-JC538529-41894,FUR-BO-5954,44104,1,148.65,0.0,29.73,10.24
ES-2014-JE1571545-41685,TEC-AC-4158,10469,2,167.34,0.0,55.2,10.24
ES-2014-JE1571548-41958,OFF-ST-4251,14172,3,54.43,0.1,-3.08,10.24
US-2012-GM14440140-40988,OFF-LA-3226,39640,5,59.2,0.2,22.2,12.7
IN-2014-SW2027558-41952,OFF-BI-6381,26497,5,66.9,0.0,29.4,10.24
ES-2015-TT21220139-42322,OFF-AP-4512,20199,4,222.6,0.0,95.64,10.24
ES-2012-YS2188044-41202,OFF-AR-3502,15312,5,247.5,0.0,81.6,10.24
US-2014-LH169005-41683,OFF-EN-4450,1651,7,86.6,0.4,-46.26,10.236
US-2014-AA10375101-41818,OFF-ST-6249,358,3,27.86,0.4,-0.04,10.235
MX-2012-MP1796528-40930,FUR-CH-5408,2612,4,219.28,0.0,0.0,10.231
US-2015-GM14440140-42286,FUR-CH-5428,38467,2,145.76,0.1,3.24,8.2
ES-2015-BD1162064-42272,OFF-SU-4993,13509,3,129.15,0.0,30.96,10.23
ES-2015-EB13840139-42367,OFF-EN-5036,10526,4,148.28,0.1,23.0,10.23
IN-2014-GR1456058-41924,OFF-PA-6600,25376,2,98.22,0.0,34.32,10.23
IN-2015-KH1651092-42225,OFF-SU-3004,30655,2,87.96,0.0,7.02,10.23
IZ-2012-MA756061-41172,OFF-ST-6047,41388,1,198.9,0.0,55.68,10.23
ES-2014-MV18190120-41677,FUR-FU-5726,12823,3,127.26,0.0,19.08,10.23
IT-2012-RS1987091-41200,OFF-AR-5933,10590,3,72.99,0.5,-4.41,10.23
EG-2015-SR1042538-42056,OFF-BI-4808,45881,4,60.6,0.0,7.2,10.23
MX-2015-EM1414031-42284,TEC-CO-3597,5094,2,421.48,0.002,176.52,10.227
US-2013-CD119205-41348,TEC-PH-5251,4651,3,99.11,0.4,-54.55,10.226
MO-2015-AW93086-42012,OFF-BI-4815,48246,2,101.76,0.0,46.8,10.22
US-2012-GM14440140-40988,FUR-FU-3924,39641,3,32.95,0.2,6.59,5.08
IN-2014-BT1168027-41795,FUR-BO-3617,21243,1,144.72,0.0,24.6,10.22
ES-2012-DL12865139-41150,OFF-SU-6178,13593,3,134.37,0.0,45.63,10.22
ID-2015-EB1393059-42206,OFF-BI-4806,26875,3,76.72,0.17,27.67,10.22
ID-2014-GT147107-42003,OFF-PA-4461,26398,6,283.66,0.1,6.28,10.22
CA-2015-GM14440140-42117,FUR-FU-4100,32101,2,18.28,0.0,6.22,1.74
IN-2014-LC169307-42001,OFF-EN-4905,28196,2,35.1,0.1,3.48,10.22
ID-2015-MT180707-42074,OFF-BI-2883,26963,3,81.32,0.1,4.46,10.22
CA-2012-GM14455140-41009,TEC-PH-4898,36158,6,758.35,0.2,265.42,140.01
SF-2015-NP8700117-42052,TEC-MA-5002,41941,2,350.58,0.0,98.16,10.22
CA-2015-GM14455140-42223,TEC-PH-3171,37695,5,824.95,0.0,247.49,99.1
IT-2014-SP2086045-41956,TEC-CO-6002,15441,3,316.33,0.15,122.74,10.22
IZ-2015-TS1108561-42035,OFF-BI-6382,51234,2,96.84,0.0,29.04,10.22
ES-2015-TB2125048-42362,TEC-CO-4573,13094,2,382.14,0.0,91.68,10.22
ID-2015-CS11845118-42168,TEC-AC-5895,25122,1,127.08,0.5,-86.43,10.21
IN-2015-CK1259527-42196,OFF-ST-5688,20371,3,72.0,0.0,4.32,10.21
IN-2013-CC1261027-41286,OFF-FA-6193,23766,5,67.05,0.0,33.45,10.21
SG-2014-CK2760111-41879,OFF-BI-3255,49233,2,96.6,0.0,11.58,10.21
LY-2013-EB370574-41409,FUR-FU-3953,49769,1,50.52,0.0,7.56,10.21
ID-2012-GH1441092-41020,FUR-CH-5433,30692,2,69.52,0.4,-10.46,10.21
EG-2012-HG502538-41012,FUR-BO-3886,42421,1,143.97,0.0,10.05,10.21
US-2012-GM14455140-41273,TEC-AC-4877,33639,3,113.97,0.0,27.35,24.7
IN-2012-LW16825113-40991,OFF-LA-5398,23935,5,33.3,0.0,10.2,10.21
CA-2014-GM14455140-41735,OFF-ST-4088,31385,7,158.37,0.2,13.86,21.89
CA-2015-GM14455140-42223,OFF-AR-4798,37697,6,227.88,0.0,68.36,21.1
ID-2013-TC2114592-41291,OFF-ST-6066,30784,2,58.75,0.4,-23.51,10.21
IN-2013-TS214307-41508,FUR-FU-3955,24446,5,114.08,0.1,6.23,10.21
MX-2014-RD1966093-41900,FUR-BO-5971,1895,2,195.76,0.0,46.96,10.206
ID-2015-BD116057-42103,FUR-FU-3029,30149,2,75.71,0.1,23.51,10.2
IN-2015-EH139451-42249,TEC-AC-5217,20529,6,155.88,0.0,21.78,10.2
MX-2013-EA1403582-41464,FUR-CH-4559,9249,3,156.62,0.2,-29.38,10.2
IN-2015-EM1406558-42353,OFF-BI-4810,24250,8,112.08,0.0,4.32,10.2
US-2014-GM14455140-41749,OFF-PA-6439,32700,5,419.4,0.2,146.79,12.21
IT-2015-HJ14875120-42228,OFF-ST-4063,12573,4,57.78,0.1,-0.06,10.2
CA-2015-GM14455140-42353,TEC-AC-4935,34628,3,227.98,0.2,28.5,11.96
LH-2015-JC538575-42188,FUR-CH-4530,50850,1,141.35,0.7,-98.98,10.2
US-2014-GM14455140-41749,FUR-TA-3622,32699,2,205.18,0.4,-58.13,11.41
PL-2012-KD6495103-41073,FUR-FU-4040,48456,4,200.64,0.0,38.04,10.2
ID-2015-MC18130144-42129,OFF-PA-4007,25754,8,89.44,0.17,-10.88,10.2
CA-2015-GM14455140-42223,OFF-LA-3200,37696,8,24.64,0.0,11.83,1.96
IN-2015-RD1981027-42199,OFF-LA-4526,24067,7,93.03,0.0,5.46,10.2
CA-2015-GM14455140-42353,TEC-PH-5828,34629,3,52.68,0.2,19.76,1.36
ES-2014-TM21010120-42000,OFF-SU-4121,17412,3,80.1,0.0,33.57,10.2
ES-2015-TC21145120-42319,OFF-ST-4295,14090,2,103.36,0.1,45.94,10.2
MO-2014-TR1132586-41972,OFF-BI-2884,50516,4,121.92,0.0,10.92,10.2
MX-2014-MS1771039-41746,TEC-AC-4157,3880,3,169.92,0.0,15.24,10.199
MX-2014-CS1240031-41863,TEC-CO-5994,8268,2,223.87,0.002,89.27,10.191
IT-2014-BO1135062-41832,FUR-CH-4699,16230,3,122.13,0.5,-7.38,10.19
ES-2015-HW1493545-42216,OFF-ST-4250,15806,5,88.56,0.1,5.76,10.19
US-2012-GM14455140-41273,FUR-FU-5416,33638,5,63.2,0.0,23.38,1.22
CA-2015-GM14455140-42353,FUR-FU-5172,34630,1,2.03,0.6,-1.32,1.1
ID-2015-LT171107-42045,FUR-CH-5369,21480,4,173.56,0.1,44.32,10.19
IN-2014-MC1742527-41653,OFF-LA-6027,29515,9,120.96,0.0,55.62,10.19
ID-2015-TB2152088-42048,TEC-AC-5200,23014,3,109.95,0.47,-18.75,10.19
MX-2015-DL1286582-42194,TEC-MA-5002,9899,7,818.02,0.0,302.54,10.188
US-2013-AS1024036-41391,OFF-ST-4108,47,5,125.44,0.2,-0.06,10.187
ES-2013-AH1021048-41541,TEC-AC-5118,10607,2,145.32,0.0,30.48,10.18
IN-2015-AC1061559-42341,TEC-PH-3818,30120,1,114.94,0.17,33.22,10.18
IT-2013-BT11395125-41522,OFF-ST-4095,15508,3,146.7,0.0,4.32,10.18
ID-2014-CM1223597-41798,TEC-CO-6001,25043,1,62.93,0.5,-50.36,10.18
IT-2015-DM1301564-42091,OFF-ST-6031,15977,1,76.48,0.4,-49.73,10.18
SF-2012-JG5160117-41254,OFF-AP-4491,43272,2,142.08,0.0,0.0,10.18
SA-2014-MZ7335110-41760,FUR-FU-3932,45090,1,43.95,0.0,1.74,10.18
ES-2015-NS1850545-42307,TEC-MA-5013,10687,2,146.52,0.15,8.58,10.18
CA-2014-GZ14470140-41716,OFF-AP-4716,35697,3,901.95,0.0,297.64,214.01
US-2014-DV1304554-41915,OFF-SU-4318,828,7,63.17,0.4,-24.33,10.177
US-2015-TT2122036-42138,FUR-FU-6241,7786,6,87.78,0.5,-75.54,10.176
ID-2014-AH101207-41696,OFF-ST-4061,26116,7,110.0,0.1,-8.65,10.17
IN-2015-AH1058527-42027,OFF-AR-5903,25400,5,253.95,0.0,76.05,10.17
ID-2013-BS1159092-41548,OFF-EN-4442,30671,2,61.63,0.4,-26.75,10.17
CA-2014-GZ14470140-41716,FUR-FU-4113,35698,5,971.5,0.0,252.59,111.76
CA-2013-GZ14470140-41592,FUR-CH-5749,38005,4,883.84,0.2,99.43,52.02
CA-2014-GZ14470140-41716,OFF-EN-3512,35696,5,199.9,0.0,89.96,38.17
ES-2013-GZ1454545-41291,FUR-FU-3048,16505,1,53.04,0.0,20.13,10.17
ES-2014-GM1469548-41917,TEC-AC-5217,16198,6,77.94,0.5,-71.82,10.17
IN-2014-HG149657-41864,FUR-FU-5741,23758,8,159.62,0.1,30.02,10.17
IN-2013-JD1579027-41355,OFF-ST-4295,27842,2,114.84,0.0,51.66,10.17
IN-2015-JK1609027-42007,FUR-FU-3932,28609,2,87.9,0.0,21.96,10.17
CA-2015-GZ14470140-42265,TEC-MA-5080,40174,4,480.0,0.0,225.6,27.47
IN-2012-LE168107-41202,OFF-PA-4478,27954,6,160.38,0.1,60.48,10.17
CA-2013-GZ14470140-41592,FUR-CH-4402,38006,3,230.35,0.2,20.16,23.43
CA-2012-GZ14470140-41125,FUR-TA-5792,40190,2,489.23,0.3,41.93,21.2
US-2014-TB2135555-41860,TEC-PH-5351,7873,5,275.58,0.4,-110.32,10.168
MX-2015-TB2152082-42273,OFF-ST-6068,7599,4,126.8,0.0,26.56,10.167
MX-2014-LC1693093-41906,OFF-SU-4131,5633,2,64.84,0.0,9.04,10.166
MX-2012-CM1244582-41100,TEC-CO-3679,3972,3,522.51,0.002,35.55,10.162
US-2015-CC1268555-42215,OFF-AP-4490,9266,3,84.56,0.4,-26.8,10.161
ES-2015-AI1085548-42025,OFF-AR-3462,13583,4,121.08,0.0,41.16,10.16
IT-2012-BD11500104-41259,OFF-AR-3528,14231,2,56.82,0.5,-39.78,10.16
ES-2014-FO1430548-41897,TEC-AC-3395,12348,2,81.84,0.0,12.24,10.16
ES-2015-GT1475564-42301,OFF-ST-5705,10422,2,74.56,0.4,-43.52,10.16
TU-2013-LC6960134-41466,OFF-AR-3448,45194,2,43.18,0.6,-28.1,10.16
IN-2015-NL18310130-42052,FUR-CH-5447,22694,2,202.18,0.27,24.88,10.16
IN-2014-PC1874558-41667,OFF-ST-4282,22252,3,86.76,0.5,-38.25,10.16
ID-2015-RE19405102-42169,FUR-CH-4524,27473,2,108.0,0.25,31.68,10.16
ES-2013-RO19780139-41523,OFF-BI-3739,11578,7,55.19,0.1,22.01,10.16
IN-2014-RC1996092-41723,OFF-ST-4261,31245,6,158.4,0.0,58.5,10.16
IS-2015-SC1030563-42333,FUR-FU-5724,43064,1,43.86,0.0,3.06,10.16
CG-2012-TB1162533-40954,OFF-AR-3537,50658,6,158.22,0.0,64.8,10.16
US-2015-GZ1447082-42176,FUR-FU-4043,3007,5,97.56,0.4,-4.94,10.157
IN-2015-AH1058566-42144,OFF-AP-4723,23782,2,137.58,0.0,28.86,10.15
ID-2014-EJ137207-41741,TEC-AC-4158,28623,2,100.4,0.4,-25.12,10.15
ES-2013-JE15715139-41544,OFF-EN-3089,20220,4,58.56,0.0,19.8,10.15
CA-2015-GZ14470140-42131,OFF-AR-3971,35423,6,54.66,0.0,18.04,7.49
IN-2013-SL2015527-41425,TEC-MA-5493,26519,3,157.23,0.0,45.54,10.15
